id,abbreviation,full_name,elr,lor,mileage_from_ch,mileage_to_ch,source_doc,source_page,loaded_at
29995,DG,Down Goods,NJN,EA1360,54.0,563.0,Anglia - March 2026 Sectional Appendix.pdf,264,2026-04-28T02:36:21.657608
29996,UG,Up Goods,BOK4,EA1360,66.0,685.0,Anglia - March 2026 Sectional Appendix.pdf,265,2026-04-28T02:36:21.766332
29997,DG,Down Goods,BOK4,EA1360,66.0,685.0,Anglia - March 2026 Sectional Appendix.pdf,265,2026-04-28T02:36:21.766332
29998,AS,Up & Down Acton Branch,BOK4,EA1360,66.0,685.0,Anglia - March 2026 Sectional Appendix.pdf,265,2026-04-28T02:36:21.766332
29999,H,Up Tottenham & Hampstead,HPW,EA1370,236.0,335.0,Anglia - March 2026 Sectional Appendix.pdf,267,2026-04-28T02:36:22.034856
30000,H,Down Tottenham & Hampstead,HPW,EA1370,236.0,335.0,Anglia - March 2026 Sectional Appendix.pdf,267,2026-04-28T02:36:22.034856
30001,H,Up Tottenham & Hampstead,TAH2,EA1370,581.0,924.0,Anglia - March 2026 Sectional Appendix.pdf,269,2026-04-28T02:36:23.220693
30002,H,Down Tottenham & Hampstead,TAH2,EA1370,581.0,924.0,Anglia - March 2026 Sectional Appendix.pdf,269,2026-04-28T02:36:23.220693
30003,H,Up Tottenham & Hampstead,,EA1370,959.0,1102.0,Anglia - March 2026 Sectional Appendix.pdf,270,2026-04-28T02:36:23.278254
30004,H,Down Tottenham & Hampstead,,EA1370,959.0,1102.0,Anglia - March 2026 Sectional Appendix.pdf,270,2026-04-28T02:36:23.278254
30005,UM,Up Main,FSS1,EA1380,0.0,61.0,Anglia - March 2026 Sectional Appendix.pdf,271,2026-04-28T02:36:23.361153
30006,OM,Down Main,FSS1,EA1380,0.0,61.0,Anglia - March 2026 Sectional Appendix.pdf,271,2026-04-28T02:36:23.361153
30007,UM,Up Main,FSS1,EA1380,138.0,217.0,Anglia - March 2026 Sectional Appendix.pdf,272,2026-04-28T02:36:23.526133
30008,DM,Up Main,FSS1,EA1380,138.0,217.0,Anglia - March 2026 Sectional Appendix.pdf,272,2026-04-28T02:36:23.526133
30009,USD,Up Stratford Down,FSS1,EA1380,138.0,217.0,Anglia - March 2026 Sectional Appendix.pdf,272,2026-04-28T02:36:23.526133
30010,UM,Up Main,FSS1,EA1380,258.0,428.0,Anglia - March 2026 Sectional Appendix.pdf,273,2026-04-28T02:36:23.711277
30011,DM,Down Main,FSS1,EA1380,258.0,428.0,Anglia - March 2026 Sectional Appendix.pdf,273,2026-04-28T02:36:23.711277
30012,W,Westbound LUL District line,FSS2,EA1380,498.0,568.0,Anglia - March 2026 Sectional Appendix.pdf,274,2026-04-28T02:36:23.811656
30013,E,Eastbound LUL District line,FSS2,EA1380,498.0,568.0,Anglia - March 2026 Sectional Appendix.pdf,274,2026-04-28T02:36:23.811656
30014,UTF,Up Tilbury/Fenchurch St,FSS2,EA1380,498.0,568.0,Anglia - March 2026 Sectional Appendix.pdf,274,2026-04-28T02:36:23.811656
30015,UM,Up Main,TAH4,EA1380,593.0,602.0,Anglia - March 2026 Sectional Appendix.pdf,275,2026-04-28T02:36:23.873535
30016,OM,Down Main,TAH4,EA1380,593.0,602.0,Anglia - March 2026 Sectional Appendix.pdf,275,2026-04-28T02:36:23.873535
30017,UTF,Up Tilbury/Fenchurch St,TAH4,EA1380,593.0,602.0,Anglia - March 2026 Sectional Appendix.pdf,275,2026-04-28T02:36:23.873535
30018,W,Westbound LUL District line,TAH4,EA1380,593.0,602.0,Anglia - March 2026 Sectional Appendix.pdf,275,2026-04-28T02:36:23.873535
30019,E,Eastbound LUL District line,TAH4,EA1380,593.0,602.0,Anglia - March 2026 Sectional Appendix.pdf,275,2026-04-28T02:36:23.873535
30020,DCL,Down Connecting Line,TAH4,EA1380,593.0,602.0,Anglia - March 2026 Sectional Appendix.pdf,275,2026-04-28T02:36:23.873535
30021,UT,Up Tilbury,TAH4,EA1380,593.0,602.0,Anglia - March 2026 Sectional Appendix.pdf,275,2026-04-28T02:36:23.873535
30022,UCL,Up Connecting Line,TAH4,EA1380,593.0,602.0,Anglia - March 2026 Sectional Appendix.pdf,275,2026-04-28T02:36:23.873535
30023,OT,Down Tilbury,TAH4,EA1380,593.0,602.0,Anglia - March 2026 Sectional Appendix.pdf,275,2026-04-28T02:36:23.873535
30024,W,Westbound LUL District line,FSS2,EA1380,768.0,1158.0,Anglia - March 2026 Sectional Appendix.pdf,277,2026-04-28T02:36:24.012588
30025,E,Eastbound LUL District line,FSS2,EA1380,768.0,1158.0,Anglia - March 2026 Sectional Appendix.pdf,277,2026-04-28T02:36:24.012588
30026,UM,Up Main,FSS2,EA1380,1220.0,1470.0,Anglia - March 2026 Sectional Appendix.pdf,278,2026-04-28T02:36:24.203271
30027,DM,Down Main,FSS2,EA1380,1220.0,1470.0,Anglia - March 2026 Sectional Appendix.pdf,278,2026-04-28T02:36:24.203271
30028,UB,Upminster Branch,FSS2,EA1380,1220.0,1470.0,Anglia - March 2026 Sectional Appendix.pdf,278,2026-04-28T02:36:24.203271
30029,E,Eastbound LUL District Line,FSS2,EA1380,1220.0,1470.0,Anglia - March 2026 Sectional Appendix.pdf,278,2026-04-28T02:36:24.203271
30030,DO,Up & Down Oci<endon,FSS2,EA1380,1220.0,1470.0,Anglia - March 2026 Sectional Appendix.pdf,278,2026-04-28T02:36:24.203271
30031,UM,Up Min,FSS2,EA1380,1510.0,1829.0,Anglia - March 2026 Sectional Appendix.pdf,279,2026-04-28T02:36:24.323097
30032,OM,Down Main,FSS2,EA1380,1510.0,1829.0,Anglia - March 2026 Sectional Appendix.pdf,279,2026-04-28T02:36:24.323097
30033,UT,Up Tilbury,FSS2,EA1380,1946.0,2132.0,Anglia - March 2026 Sectional Appendix.pdf,280,2026-04-28T02:36:24.464179
30034,DM,Down Main,FSS2,,2331.0,2603.0,Anglia - March 2026 Sectional Appendix.pdf,281,2026-04-28T02:36:24.643294
30035,DM,Down Main,FSS3,EA1380,2709.0,2786.0,Anglia - March 2026 Sectional Appendix.pdf,282,2026-04-28T02:36:24.785777
30036,UM,Up Main,FSS3,EA1380,2929.0,3033.0,Anglia - March 2026 Sectional Appendix.pdf,284,2026-04-28T02:36:24.928968
30037,DM,Down Main,FSS3,EA1380,2929.0,3033.0,Anglia - March 2026 Sectional Appendix.pdf,284,2026-04-28T02:36:24.928968
30038,DM,Down Main,FSS3,EA1380,3160.0,3160.0,Anglia - March 2026 Sectional Appendix.pdf,285,2026-04-28T02:36:25.080166
30039,OT,Down Tilbury,FSS2,EA1390,620.0,700.0,Anglia - March 2026 Sectional Appendix.pdf,286,2026-04-28T02:36:25.113156
30040,UG,Up Goods,FSS2,EA1390,620.0,700.0,Anglia - March 2026 Sectional Appendix.pdf,286,2026-04-28T02:36:25.113156
30041,DG,Down Goods,FSS2,EA1390,620.0,700.0,Anglia - March 2026 Sectional Appendix.pdf,286,2026-04-28T02:36:25.113156
30042,UR,Up Riverside,FSS2,EA1390,620.0,700.0,Anglia - March 2026 Sectional Appendix.pdf,286,2026-04-28T02:36:25.113156
30043,UT,Up TIibury,BKR,EA1390,751.0,774.0,Anglia - March 2026 Sectional Appendix.pdf,287,2026-04-28T02:36:25.293956
30044,OT,Down Tilbury,BKR,EA1390,751.0,774.0,Anglia - March 2026 Sectional Appendix.pdf,287,2026-04-28T02:36:25.293956
30045,UG,UpGoods,BKR,EA1390,751.0,774.0,Anglia - March 2026 Sectional Appendix.pdf,287,2026-04-28T02:36:25.293956
30046,UR,Up Riverside,BKR,EA1390,751.0,774.0,Anglia - March 2026 Sectional Appendix.pdf,287,2026-04-28T02:36:25.293956
30047,UT,Up Tilbury,TLL,EA1390,845.0,845.0,Anglia - March 2026 Sectional Appendix.pdf,288,2026-04-28T02:36:25.357348
30048,DT,Down Tilbury,TLL,EA1390,845.0,845.0,Anglia - March 2026 Sectional Appendix.pdf,288,2026-04-28T02:36:25.357348
30049,UG,Up Goods,TLL,EA1390,845.0,845.0,Anglia - March 2026 Sectional Appendix.pdf,288,2026-04-28T02:36:25.357348
30050,DG,Down Goods,TLL,EA1390,845.0,845.0,Anglia - March 2026 Sectional Appendix.pdf,288,2026-04-28T02:36:25.357348
30051,UT,UpTil bury,TLL,EA1390,962.0,1227.0,Anglia - March 2026 Sectional Appendix.pdf,289,2026-04-28T02:36:25.488710
30052,UT,Up Tilbury,LL,EA1390,1282.0,1415.0,Anglia - March 2026 Sectional Appendix.pdf,290,2026-04-28T02:36:25.687991
30053,OT,Down Tilbury,LL,EA1390,1282.0,1415.0,Anglia - March 2026 Sectional Appendix.pdf,290,2026-04-28T02:36:25.687991
30054,UT,UpT ilb ury,UPG,EA1390,1590.0,1687.0,Anglia - March 2026 Sectional Appendix.pdf,292,2026-04-28T02:36:25.924476
30055,ON,DownTilb ury,UPG,EA1390,1590.0,1687.0,Anglia - March 2026 Sectional Appendix.pdf,292,2026-04-28T02:36:25.924476
30056,UT,Up Tilbury,THN,EA1390,2007.0,2436.0,Anglia - March 2026 Sectional Appendix.pdf,294,2026-04-28T02:36:26.180656
30057,OT,Down Tilbury,THN,EA1390,2007.0,2436.0,Anglia - March 2026 Sectional Appendix.pdf,294,2026-04-28T02:36:26.180656
30058,UM,Up Main,FSS2,EA1390,2574.0,2603.0,Anglia - March 2026 Sectional Appendix.pdf,296,2026-04-28T02:36:26.486161
30059,OM,Down Main,FSS2,EA1390,2574.0,2603.0,Anglia - March 2026 Sectional Appendix.pdf,296,2026-04-28T02:36:26.486161
30060,DR,Down Riverside,BKR,EA1395,620.0,826.0,Anglia - March 2026 Sectional Appendix.pdf,297,2026-04-28T02:36:26.633882
30061,UT,Up Tilbury,BKR,EA1395,620.0,826.0,Anglia - March 2026 Sectional Appendix.pdf,297,2026-04-28T02:36:26.633882
30062,OT,Down Tilbury,BKR,EA1395,620.0,826.0,Anglia - March 2026 Sectional Appendix.pdf,297,2026-04-28T02:36:26.633882
30063,DG,Down Goods,BKR,EA1395,620.0,826.0,Anglia - March 2026 Sectional Appendix.pdf,297,2026-04-28T02:36:26.633882
30064,UG,Up GoOds,BKR,EA1395,620.0,826.0,Anglia - March 2026 Sectional Appendix.pdf,297,2026-04-28T02:36:26.633882
30065,DO,Up & Dn Ockendon,FSS2,EA1410,245.0,1239.0,Anglia - March 2026 Sectional Appendix.pdf,299,2026-04-28T02:36:26.853151
30066,UM,Up Main,FSS2,EA1410,245.0,1239.0,Anglia - March 2026 Sectional Appendix.pdf,299,2026-04-28T02:36:26.853151
30067,DM,Down Main,FSS2,EA1410,245.0,1239.0,Anglia - March 2026 Sectional Appendix.pdf,299,2026-04-28T02:36:26.853151
30068,DO,Up & Down Ockendon,UPG,EA1410,438.0,495.0,Anglia - March 2026 Sectional Appendix.pdf,300,2026-04-28T02:36:26.982781
30069,DES,Down East Suffolk,FEL,,5760.0,5782.0,Anglia - March 2026 Sectional Appendix.pdf,304,2026-04-28T02:36:27.358826
30070,LIES,Up East Suffolk,FEL,,5760.0,5782.0,Anglia - March 2026 Sectional Appendix.pdf,304,2026-04-28T02:36:27.358826
30071,DES,Down East Suffolk,ESK,,5885.0,6306.0,Anglia - March 2026 Sectional Appendix.pdf,305,2026-04-28T02:36:27.406308
30072,UES,Up East Suffolk,ESK,,5885.0,6306.0,Anglia - March 2026 Sectional Appendix.pdf,305,2026-04-28T02:36:27.406308
30073,DES,Down East Suffolk,ESK,,6320.0,6351.0,Anglia - March 2026 Sectional Appendix.pdf,306,2026-04-28T02:36:27.525786
30074,UES,Up East Suffolk,ESK,,6320.0,6351.0,Anglia - March 2026 Sectional Appendix.pdf,306,2026-04-28T02:36:27.525786
30075,ES,Up & Down East Suffolk,,EA1430,6362.0,6784.0,Anglia - March 2026 Sectional Appendix.pdf,307,2026-04-28T02:36:27.644221
30076,ES,Up & Down East Suffolk,ESK,EA1430,6829.0,7230.0,Anglia - March 2026 Sectional Appendix.pdf,308,2026-04-28T02:36:27.756448
30077,ES,Up & Down East Suffolk,SIZ,EA1430,7274.0,7489.0,Anglia - March 2026 Sectional Appendix.pdf,309,2026-04-28T02:36:27.973846
30078,DES,Down East Suffolk,SIZ,EA1430,7274.0,7489.0,Anglia - March 2026 Sectional Appendix.pdf,309,2026-04-28T02:36:27.973846
30079,UES,Up East Suffolk,SIZ,EA1430,7274.0,7489.0,Anglia - March 2026 Sectional Appendix.pdf,309,2026-04-28T02:36:27.973846
30080,DES,Down East Suffolk,ESK,EA1430,7536.0,7635.0,Anglia - March 2026 Sectional Appendix.pdf,310,2026-04-28T02:36:28.083149
30081,UES,Up East Suffolk,ESK,EA1430,7536.0,7635.0,Anglia - March 2026 Sectional Appendix.pdf,310,2026-04-28T02:36:28.083149
30082,UES,Up East Suffolk,ESK,EA1430,8049.0,8348.0,Anglia - March 2026 Sectional Appendix.pdf,312,2026-04-28T02:36:28.898815
30083,ES,Up & Down East Suffolk,ESK,EA1430,8049.0,8348.0,Anglia - March 2026 Sectional Appendix.pdf,312,2026-04-28T02:36:28.898815
30084,ES,Up & Down East Suffolk,ESK,EA1430,8366.0,8628.0,Anglia - March 2026 Sectional Appendix.pdf,313,2026-04-28T02:36:29.469751
30085,ES,Up & Down East Suffolk,ESK,EA1430,8700.0,8731.0,Anglia - March 2026 Sectional Appendix.pdf,314,2026-04-28T02:36:29.965910
30086,ES,Up & Down East Suffolk,ESK,EA1430,8751.0,9126.0,Anglia - March 2026 Sectional Appendix.pdf,315,2026-04-28T02:36:30.029491
30087,DES,Down East Suffolk,ESK,EA1440,5783.0,6369.0,Anglia - March 2026 Sectional Appendix.pdf,318,2026-04-28T02:36:30.263951
30088,DFS,Up&Down Felixstowe Single,ESK,EA1440,5783.0,6369.0,Anglia - March 2026 Sectional Appendix.pdf,318,2026-04-28T02:36:30.263951
30089,LC,LINE C,,EA1470,29.0,149.0,Anglia - March 2026 Sectional Appendix.pdf,322,2026-04-28T02:36:30.704707
30090,LO,LINED,,EA1470,29.0,149.0,Anglia - March 2026 Sectional Appendix.pdf,322,2026-04-28T02:36:30.704707
30091,LE,LINE E,,EA1470,29.0,149.0,Anglia - March 2026 Sectional Appendix.pdf,322,2026-04-28T02:36:30.704707
30092,LW,LINE W,,EA1470,29.0,149.0,Anglia - March 2026 Sectional Appendix.pdf,322,2026-04-28T02:36:30.704707
30093,DL,Down Lowestoft,NAY,EA1470,178.0,473.0,Anglia - March 2026 Sectional Appendix.pdf,323,2026-04-28T02:36:30.830651
30094,UL,UpLowestoft,NAY,EA1470,178.0,473.0,Anglia - March 2026 Sectional Appendix.pdf,323,2026-04-28T02:36:30.830651
30095,DL,Down Lowestoft,NOL,EA1470,510.0,803.0,Anglia - March 2026 Sectional Appendix.pdf,324,2026-04-28T02:36:30.957428
30096,UL,Up Lowestoft,NOL,EA1470,510.0,803.0,Anglia - March 2026 Sectional Appendix.pdf,324,2026-04-28T02:36:30.957428
30097,DL,Down Lowestofl. UL -Up Lowestoft,RBY,EA1470,852.0,1009.0,Anglia - March 2026 Sectional Appendix.pdf,325,2026-04-28T02:36:31.057663
30098,DL,Down Lowestoft,NOL,EA1470,1046.0,1390.0,Anglia - March 2026 Sectional Appendix.pdf,326,2026-04-28T02:36:31.171606
30099,UL,Up Lowestoft,NOL,EA1470,1046.0,1390.0,Anglia - March 2026 Sectional Appendix.pdf,326,2026-04-28T02:36:31.171606
30100,DL,Down Lowestoft,NOL,EA1470,1420.0,1764.0,Anglia - March 2026 Sectional Appendix.pdf,327,2026-04-28T02:36:31.288188
30101,UL,Up Lowestoft,NOL,EA1470,1420.0,1764.0,Anglia - March 2026 Sectional Appendix.pdf,327,2026-04-28T02:36:31.288188
30102,DL,Down Lowestoft,ESK,EA1470,1774.0,1881.0,Anglia - March 2026 Sectional Appendix.pdf,328,2026-04-28T02:36:31.335858
30103,UL,Up Lowestoft,ESK,EA1470,1774.0,1881.0,Anglia - March 2026 Sectional Appendix.pdf,328,2026-04-28T02:36:31.335858
30104,UL,Up Lowestoft,NOL,EA1480,149.0,419.0,Anglia - March 2026 Sectional Appendix.pdf,329,2026-04-28T02:36:31.444867
30105,DL,Down Lowestoft,NOL,EA1480,149.0,419.0,Anglia - March 2026 Sectional Appendix.pdf,329,2026-04-28T02:36:31.444867
30106,UB,Up Branch,NOL,EA1480,149.0,419.0,Anglia - March 2026 Sectional Appendix.pdf,329,2026-04-28T02:36:31.444867
30107,DB,Down Branch,NOL,EA1480,149.0,419.0,Anglia - March 2026 Sectional Appendix.pdf,329,2026-04-28T02:36:31.444867
30108,DB,Up & Down Branch,WHC1,EA1480,1280.0,1860.0,Anglia - March 2026 Sectional Appendix.pdf,333,2026-04-28T02:36:32.723193
30109,DES,Down East Suffolk,ESK,EA1520,7320.0,7679.0,Anglia - March 2026 Sectional Appendix.pdf,342,2026-04-28T02:36:33.542229
30110,UES,Up East Suffolk,ESK,EA1520,7320.0,7679.0,Anglia - March 2026 Sectional Appendix.pdf,342,2026-04-28T02:36:33.542229
30111,DGLN,Down Goods Loop North,BGK,EA1530,23.0,309.0,Anglia - March 2026 Sectional Appendix.pdf,343,2026-04-28T02:36:33.667533
30112,OM,Down Main,BGK,EA1530,23.0,309.0,Anglia - March 2026 Sectional Appendix.pdf,343,2026-04-28T02:36:33.667533
30113,UM,Up Main,BGK,EA1530,23.0,309.0,Anglia - March 2026 Sectional Appendix.pdf,343,2026-04-28T02:36:33.667533
30114,UB,Up Bury,LTN1,EA1530,2939.0,3249.0,Anglia - March 2026 Sectional Appendix.pdf,349,2026-04-28T02:36:34.192808
30115,DB,Down Bury,LTN1,EA1530,2939.0,3249.0,Anglia - March 2026 Sectional Appendix.pdf,349,2026-04-28T02:36:34.192808
30116,UPH,Up Peterborough,EMP,EA1550,0.0,80.0,Anglia - March 2026 Sectional Appendix.pdf,354,2026-04-28T02:36:34.726505
30117,DPH,Down Peterborough,EMP,EA1550,0.0,80.0,Anglia - March 2026 Sectional Appendix.pdf,354,2026-04-28T02:36:34.726505
30118,DP,Down Peterborough,EWC,EA1560,5743.0,5978.0,Anglia - March 2026 Sectional Appendix.pdf,355,2026-04-28T02:36:34.842520
30119,UP,Up Peterborough,EWC,EA1560,5743.0,5978.0,Anglia - March 2026 Sectional Appendix.pdf,355,2026-04-28T02:36:34.842520
30120,DP,Down Peterborough,EMP,EA1560,5999.0,6134.0,Anglia - March 2026 Sectional Appendix.pdf,356,2026-04-28T02:36:34.954116
30121,UP,Up Peterborough,EMP,EA1560,5999.0,6134.0,Anglia - March 2026 Sectional Appendix.pdf,356,2026-04-28T02:36:34.954116
30122,DP,Down Peterborough,EMP,EA1560,6370.0,6564.0,Anglia - March 2026 Sectional Appendix.pdf,357,2026-04-28T02:36:35.062909
30123,UP,Up Peterborough,EMP,EA1560,6370.0,6564.0,Anglia - March 2026 Sectional Appendix.pdf,357,2026-04-28T02:36:35.062909
30124,DM,Down Main,EMP,EA1560,6370.0,6564.0,Anglia - March 2026 Sectional Appendix.pdf,357,2026-04-28T02:36:35.062909
30125,UM,Up Main,EMP,EA1560,6647.0,6807.0,Anglia - March 2026 Sectional Appendix.pdf,358,2026-04-28T02:36:35.158627
30126,DM,Down Main,EMP,EA1560,6647.0,6807.0,Anglia - March 2026 Sectional Appendix.pdf,358,2026-04-28T02:36:35.158627
30127,UR,Up Reception,EMP,EA1560,6837.0,6869.0,Anglia - March 2026 Sectional Appendix.pdf,359,2026-04-28T02:36:35.796745
30128,UM,Up Main,WIG,EA1560,6876.0,7171.0,Anglia - March 2026 Sectional Appendix.pdf,360,2026-04-28T02:36:35.922515
30129,we,West Curve,WIG,EA1560,6876.0,7171.0,Anglia - March 2026 Sectional Appendix.pdf,360,2026-04-28T02:36:35.922515
30130,UM,Up Main,EMP,EA1560,7203.0,7511.0,Anglia - March 2026 Sectional Appendix.pdf,361,2026-04-28T02:36:36.028811
30131,DM,Down Main,EMP,EA1560,7203.0,7511.0,Anglia - March 2026 Sectional Appendix.pdf,361,2026-04-28T02:36:36.028811
30132,UM,Up Main,EMP,EA1560,7574.0,7651.0,Anglia - March 2026 Sectional Appendix.pdf,362,2026-04-28T02:36:36.063968
30133,OM,Down Main,EMP,EA1560,7574.0,7651.0,Anglia - March 2026 Sectional Appendix.pdf,362,2026-04-28T02:36:36.063968
30134,DM,Down March,EMP,EA1560,7755.0,7880.0,Anglia - March 2026 Sectional Appendix.pdf,363,2026-04-28T02:36:36.102136
30135,UM,Up March,EMP,EA1560,7755.0,7880.0,Anglia - March 2026 Sectional Appendix.pdf,363,2026-04-28T02:36:36.102136
30136,UM,Up Main,ETN,EA1580,5752.0,6294.0,Anglia - March 2026 Sectional Appendix.pdf,368,2026-04-28T02:36:36.825294
30137,DM,Down Main,ETN,EA1580,5752.0,6294.0,Anglia - March 2026 Sectional Appendix.pdf,368,2026-04-28T02:36:36.825294
30138,UKL,Up Kings Lynn,ETN,EA1580,5752.0,6294.0,Anglia - March 2026 Sectional Appendix.pdf,368,2026-04-28T02:36:36.825294
30139,DKL,Down Kings Lynn,ETN,EA1580,5752.0,6294.0,Anglia - March 2026 Sectional Appendix.pdf,368,2026-04-28T02:36:36.825294
30140,UPH,Up Peterborough,ETN,EA1580,5752.0,6294.0,Anglia - March 2026 Sectional Appendix.pdf,368,2026-04-28T02:36:36.825294
30141,DPH,Down Peterborough,ETN,EA1580,5752.0,6294.0,Anglia - March 2026 Sectional Appendix.pdf,368,2026-04-28T02:36:36.825294
30142,UM,Up Main,ETN,EA1580,6336.0,6850.0,Anglia - March 2026 Sectional Appendix.pdf,369,2026-04-28T02:36:36.870878
30143,OM,Down Main,ETN,EA1580,6336.0,6850.0,Anglia - March 2026 Sectional Appendix.pdf,369,2026-04-28T02:36:36.870878
30144,UM,Up Main,ETN,EA1580,6909.0,6976.0,Anglia - March 2026 Sectional Appendix.pdf,370,2026-04-28T02:36:37.001394
30145,DM,Down Main,ETN,EA1580,6909.0,6976.0,Anglia - March 2026 Sectional Appendix.pdf,370,2026-04-28T02:36:37.001394
30146,DGL,Down Goods Loop,ETN,EA1580,6909.0,6976.0,Anglia - March 2026 Sectional Appendix.pdf,370,2026-04-28T02:36:37.001394
30147,UM,Up Main,ETN,EA1580,7112.0,7490.0,Anglia - March 2026 Sectional Appendix.pdf,371,2026-04-28T02:36:37.102735
30148,DM,Down Main,ETN,EA1580,7112.0,7490.0,Anglia - March 2026 Sectional Appendix.pdf,371,2026-04-28T02:36:37.102735
30149,UM,Up Main,ETN,EA1580,7590.0,8017.0,Anglia - March 2026 Sectional Appendix.pdf,372,2026-04-28T02:36:37.210088
30150,DM,Down Main,ETN,EA1580,7590.0,8017.0,Anglia - March 2026 Sectional Appendix.pdf,372,2026-04-28T02:36:37.210088
30151,UM,Up Main,ETN,EA1580,8115.0,8361.0,Anglia - March 2026 Sectional Appendix.pdf,373,2026-04-28T02:36:37.316209
30152,OM,Down Main,ETN,EA1580,8115.0,8361.0,Anglia - March 2026 Sectional Appendix.pdf,373,2026-04-28T02:36:37.316209
30153,UM,Up Main,ETN,EA1580,8430.0,8805.0,Anglia - March 2026 Sectional Appendix.pdf,374,2026-04-28T02:36:37.438629
30154,OM,Down Main,ETN,EA1580,8430.0,8805.0,Anglia - March 2026 Sectional Appendix.pdf,374,2026-04-28T02:36:37.438629
30155,UM,Up Main,ETN,EA1580,8832.0,9112.0,Anglia - March 2026 Sectional Appendix.pdf,375,2026-04-28T02:36:37.592119
30156,DM,Down Main,ETN,EA1580,8832.0,9112.0,Anglia - March 2026 Sectional Appendix.pdf,375,2026-04-28T02:36:37.592119
30157,UM,Up Main,ETN,EA1580,9154.0,9568.0,Anglia - March 2026 Sectional Appendix.pdf,376,2026-04-28T02:36:38.345633
30158,DM,Down Main,ETN,EA1580,9154.0,9568.0,Anglia - March 2026 Sectional Appendix.pdf,376,2026-04-28T02:36:38.345633
30159,UT,Up Thetford,ETN,EA1580,9154.0,9568.0,Anglia - March 2026 Sectional Appendix.pdf,376,2026-04-28T02:36:38.345633
30160,DT,Down Thetford,ETN,EA1580,9154.0,9568.0,Anglia - March 2026 Sectional Appendix.pdf,376,2026-04-28T02:36:38.345633
30161,UT,UP THETFORD,ETN,EA1580,9602.0,9840.0,Anglia - March 2026 Sectional Appendix.pdf,377,2026-04-28T02:36:39.007242
30162,DT,DOWN THETFORD,ETN,EA1580,9602.0,9840.0,Anglia - March 2026 Sectional Appendix.pdf,377,2026-04-28T02:36:39.007242
30163,UM,UP MAIN,ETN,EA1580,9602.0,9840.0,Anglia - March 2026 Sectional Appendix.pdf,377,2026-04-28T02:36:39.007242
30164,DM,DOWN MAIN,ETN,EA1580,9602.0,9840.0,Anglia - March 2026 Sectional Appendix.pdf,377,2026-04-28T02:36:39.007242
30165,DN,Down Newark,NOB1,LN3625,84.0,239.0,Anglia - March 2026 Sectional Appendix.pdf,379,2026-04-28T02:36:39.232410
30166,UN,Up Newark,NOB1,LN3625,84.0,239.0,Anglia - March 2026 Sectional Appendix.pdf,379,2026-04-28T02:36:39.232410
30167,P2,Down Newark 106 metres,NOB1,LN3625,84.0,239.0,Anglia - March 2026 Sectional Appendix.pdf,379,2026-04-28T02:36:39.232410
30168,P1,Up Newark 77 metres,NOB1,LN3625,84.0,239.0,Anglia - March 2026 Sectional Appendix.pdf,379,2026-04-28T02:36:39.232410
30169,1,Up Chatham Slow,,SO110,0.0,56.0,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",295,2026-04-28T02:37:19.933891
30170,2,Down Chatham Slow,,SO110,0.0,56.0,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",295,2026-04-28T02:37:19.933891
30171,3,Up Chatham Fast,,SO110,0.0,56.0,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",295,2026-04-28T02:37:19.933891
30172,4,Down Chatham Fast,,SO110,0.0,56.0,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",295,2026-04-28T02:37:19.933891
30173,5,Down Brighton Slow,,SO110,0.0,56.0,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",295,2026-04-28T02:37:19.933891
30174,3,Down Chatham Fast,VIR,SO110,58.0,125.0,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",296,2026-04-28T02:37:20.024731
30175,4,Up Chatham Slow,VIR,SO110,58.0,125.0,"Kent, Sussex & Wessex Sectional Appendix March 2026.pdf",296,2026-04-28T02:37:20.024731
