elr,mileage_raw,mileage_ch,mileage_decimal,type,name,easting,northing,latitude,longitude
TLA,36.0589,36m 27ch,36.0589,Authorised Access Point '-' Pedestrian,COOPERS LANE,555081.9,222886.6,51.8825,0.25346
TLA,36.0660,36m 30ch,36.066,Authorised Access Point '-' Road'-'Rail Machines,COOPERS LANE RAP DOWN,555134.8,222923.1,51.88282,0.25425
TLA,36.0660,36m 30ch,36.066,Authorised Access Point '-' Road'-'Rail Machines,COOPERS LANE RAP UP,555136.9,222920.6,51.88279,0.25428
TLA,36.1191,36m 54ch,36.1191,Authorised Access Point '-' Pedestrian,STANTSED AIRPORT 1,555463.0,223278.0,51.88591,0.25917
TLA,36.1241,36m 56ch,36.1241,Authorised Access Point '-' Pedestrian,STANTSED AIRPORT 2,555493.2,223312.5,51.88622,0.25963
TLA,36.1287,36m 58ch,36.1287,Authorised Access Point '-' Pedestrian,STANTSED AIRPORT 3,555520.1,223344.9,51.8865,0.26003
TLA,36.1332,36m 61ch,36.1332,Authorised Access Point '-' Pedestrian,STANTSED AIRPORT 4,555547.5,223375.6,51.88677,0.26044
TLA,36.1385,36m 63ch,36.1385,Authorised Access Point '-' Pedestrian,STANTSED AIRPORT 5,555579.4,223411.9,51.88708,0.26092
TLL,7.0557,7m 25ch,7.0557,Authorised Access Point '-' Pedestrian,NORTH STREET,543986.0,184614.8,51.54156,0.07654
TLL,7.1560,7m 71ch,7.156,Authorised Access Point '-' Road'-'Rail Machines,ESSEX RD  TLLUP,544726.3,184071.8,51.53649,0.08698
TLL,7.1560,7m 71ch,7.156,Authorised Access Point '-' Road'-'Rail Machines,ESSEX RD TLL DN,544733.2,184080.8,51.53657,0.08708
TLL,8.0208,8m 09ch,8.0208,Authorised Access Point '-' Pedestrian,ELDRED ROAD,545025.5,183848.5,51.53441,0.0912
TLL,9.0660,9m 30ch,9.066,Authorised Access Point '-' Vehicle,Ripple Lane West Yard <LTS'-'127>,546973.0,183320.0,51.52916,0.11904
TLL,10.0616,10m 28ch,10.0616,Authorised Access Point '-' Vehicle,Maintenance Siding <LTS'-'131a>,548337.0,183097.0,51.52679,0.1386
TLL,10.1158,10m 53ch,10.1158,Authorised Access Point '-' Pedestrian,Chequers Lane South <LTS'-'133>,548998.0,182979.0,51.52556,0.14807
TLL,10.1171,10m 53ch,10.1171,Authorised Access Point '-' Pedestrian,DAGENHAM DOCK STN,548996.7,182984.7,51.52561,0.14806
TLL,10.1211,10m 55ch,10.1211,Authorised Access Point '-' Road'-'Rail Machines,Chequers Lane North <LTS'-'132a>,549032.8,182975.2,51.52552,0.14857
TLL,10.1211,10m 55ch,10.1211,Authorised Access Point '-' Road'-'Rail Machines,CHEQUERS RRV UP,549032.3,182972.0,51.52549,0.14856
TLL,10.1276,10m 58ch,10.1276,Authorised Access Point '-' Vehicle,Hansons Curve <LTS'-'134>,549017.0,182976.0,51.52553,0.14834
TLL,12.0264,12m 12ch,12.0264,Authorised Access Point '-' Pedestrian,Manor Way Crossing <LTS'-'135>,551357.0,182551.0,51.52109,0.18187
TLL,12.1337,12m 61ch,12.1337,Authorised Access Point '-' Pedestrian,RAINHAM STATION CAR PARK NO 1,552139.6,181994.0,51.51587,0.1929
TLL,12.1620,12m 74ch,12.162,Authorised Access Point '-' Vehicle,RAINHAM STATION CAR PARK NO 2,552335.7,181824.9,51.5143,0.19565
TLL,13.0228,13m 10ch,13.0228,Authorised Access Point '-' Pedestrian,RAINHAM CTRL 1,552578.8,181592.5,51.51215,0.19905
TLL,13.1058,13m 48ch,13.1058,Authorised Access Point '-' Pedestrian,WENNINGTON ROAD,553153.1,181095.1,51.50752,0.20711
TLL,13.1371,13m 62ch,13.1371,Authorised Access Point '-' Pedestrian,RAINHAM CTRL 2,553360.8,180899.2,51.5057,0.21001
TLL,13.1551,13m 70ch,13.1551,Authorised Access Point '-' Pedestrian,RAINHAM CTRL 3,553484.6,180789.7,51.50469,0.21175
TLL,15.0621,15m 28ch,15.0621,Authorised Access Point '-' Road'-'Rail Machines,RIFLE RANGE <LTS'-'139>,555276.0,179244.3,51.49031,0.23686
TLL,15.0622,15m 28ch,15.0622,Authorised Access Point '-' Road'-'Rail Machines,RIFLE RANGE  UP,555274.4,179240.4,51.49028,0.23684
TLL,15.0811,15m 37ch,15.0811,Authorised Access Point '-' Pedestrian,Public Footpath No.145 <LTS'-'140>,555403.7,179126.1,51.48921,0.23865
TLL,15.1624,15m 74ch,15.1624,Authorised Access Point '-' Vehicle,PURFLEET STN SIDINGS,555432.9,178417.1,51.48283,0.23876
TLL,16.0143,16m 06ch,16.0143,Authorised Access Point '-' Pedestrian,PURFLEET STN UP,555426.3,178161.4,51.48054,0.23855
TLL,16.0855,16m 39ch,16.0855,Authorised Access Point '-' Road'-'Rail Machines,Thames Board Mills L.C. LTS'-'143 RRV Down,555863.9,177728.8,51.47653,0.24466
TLL,16.0855,16m 39ch,16.0855,Authorised Access Point '-' Road'-'Rail Machines,THAMES BOARD MILLS UP,555863.5,177725.1,51.4765,0.24465
TLL,16.1095,16m 50ch,16.1095,Authorised Access Point '-' Road'-'Rail Machines,ESSO STORAGE UP,556080.9,177699.6,51.47621,0.24777
TLL,16.1095,16m 50ch,16.1095,Authorised Access Point '-' Road'-'Rail Machines,Esso Emergency L.C.RRV Down,556081.7,177703.2,51.47624,0.24778
TLL,16.1512,16m 69ch,16.1512,Authorised Access Point '-' Road'-'Rail Machines,DEEP WHARF SIDINGS,556459.9,177651.8,51.47567,0.2532
TLL,16.1515,16m 69ch,16.1515,Authorised Access Point '-' Road'-'Rail Machines,DEEP WHARF UP,556462.8,177658.1,51.47573,0.25324
TLL,16.1516,16m 69ch,16.1516,Authorised Access Point '-' Road'-'Rail Machines,Deep Wharf L.C.RRV  Down,556464.7,177661.7,51.47576,0.25327
TLL,17.0220,17m 10ch,17.022,Authorised Access Point '-' Road'-'Rail Machines,Jurgens L.C. RRV Down,556886.5,177616.4,51.47524,0.25932
TLL,17.0220,17m 10ch,17.022,Authorised Access Point '-' Road'-'Rail Machines,JURGENS RRV UP,556886.0,177612.0,51.4752,0.25931
TLL,17.0220,17m 10ch,17.022,Authorised Access Point '-' Road'-'Rail Machines,JURGENS RRV SIDING,556885.3,177604.1,51.47513,0.2593
TLL,17.1413,17m 64ch,17.1413,Authorised Access Point '-' Road'-'Rail Machines,Velacotts L.C. <LTS'-'148>,557970.6,177499.5,51.47389,0.27487
TLL,18.1509,18m 69ch,18.1509,Authorised Access Point '-' Pedestrian,DRAPERS FOOT CROSSING <LTS'-'150>,559658.4,177614.0,51.47444,0.2992
TLL,19.1344,19m 61ch,19.1344,Authorised Access Point '-' Vehicle,Grays Station Car Park <LTS'-'152>,561102.1,177821.3,51.47589,0.32007
TLL,19.1565,19m 71ch,19.1565,Authorised Access Point '-' Pedestrian,GRAYS STATION PLATFORM 1,561303.1,177821.0,51.47583,0.32296
TLL,19.1685,19m 77ch,19.1685,Authorised Access Point '-' Pedestrian,GRAYS STATION <LTS'-'153>,561413.1,177818.8,51.47578,0.32454
TLL,21.0771,21m 35ch,21.0771,Authorised Access Point '-' Road'-'Rail Machines,TILBURY TOWN RRAP <UP>,563382.1,176529.7,51.46364,0.35228
TLL,21.0771,21m 35ch,21.0771,Authorised Access Point '-' Road'-'Rail Machines,TILBURY TOWN RRAP <DN>,563384.1,176531.9,51.46365,0.35231
TLL,21.0875,21m 40ch,21.0875,Authorised Access Point '-' Pedestrian,TILBURY TOWN UP SIDE,563453.9,176467.9,51.46306,0.35328
TLL,21.1050,21m 48ch,21.105,Authorised Access Point '-' Pedestrian,TILBURY TOWN STATION <LTS'-'156>,563586.2,176375.9,51.46219,0.35514
TLL,23.0885,23m 40ch,23.0885,Authorised Access Point '-' Vehicle,Walton Common L.C. <LTS'-'161>,566099.3,176937.2,51.46651,0.39155
TLL,24.0072,24m 03ch,24.0072,Authorised Access Point '-' Road'-'Rail Machines,Manor Way L.C. LTS'-'162 RRV Down,566770.5,177479.9,51.47118,0.40146
TLL,24.0072,24m 03ch,24.0072,Authorised Access Point '-' Road'-'Rail Machines,MANOR WAY CROSSING RRV UP,566772.0,177477.0,51.47116,0.40148
TLL,24.0238,24m 11ch,24.0238,Authorised Access Point '-' Pedestrian,LOW STREET COMPOUND,566891.9,177570.5,51.47196,0.40325
TLL,24.0966,24m 44ch,24.0966,Authorised Access Point '-' Pedestrian,COAL ROAD L.C. <LTS'-'164>,567321.4,178076.5,51.47638,0.40967
TLL,25.0242,25m 11ch,25.0242,Authorised Access Point '-' Pedestrian,EAST TILBURY PLATFORM 1,567634.7,178966.2,51.48428,0.4146
TLL,25.0279,25m 13ch,25.0279,Authorised Access Point '-' Pedestrian,EAST TILBURY L.C. <LTS'-'165>,567631.4,179002.5,51.48461,0.41457
TLL,26.0389,26m 18ch,26.0389,Authorised Access Point '-' Pedestrian,GOLDEN LANE 25KV SUBSTATION,568163.0,180516.0,51.49805,0.42294
TLL,27.0468,27m 21ch,27.0468,Authorised Access Point '-' Pedestrian,Stanford'-'le'-'Hope Station <LTS'-'168>,568214.4,182264.6,51.51374,0.42452
TLL,28.0070,28m 03ch,28.007,Authorised Access Point '-' Pedestrian,JEFFRIES FOOT CROSSING <LTS'-'169>,568416.5,183439.6,51.52424,0.42799
TLL,28.0893,28m 41ch,28.0893,Authorised Access Point '-' Pedestrian,OXLEY GARDENS,568921.3,183992.6,51.52906,0.43552
TLL,29.0094,29m 04ch,29.0094,Authorised Access Point '-' Pedestrian,MORLEY HILL FOOT CROSSING <LTS'-'170>,569516.6,184636.6,51.53467,0.44441
TLL,29.1094,29m 50ch,29.1094,Authorised Access Point '-' Pedestrian,CORRINGHAM RD <LTS'-'171>,570135.1,185305.6,51.54049,0.45364
TLL,30.0239,30m 11ch,30.0239,Authorised Access Point '-' Pedestrian,HOWELLS FARM <LTS'-'172>,570689.6,185915.7,51.5458,0.46193
TLL,30.1686,30m 77ch,30.1686,Authorised Access Point '-' Road'-'Rail Machines,GARDENERS L.C LTS'-'174 RRV UP,571761.6,186657.4,51.55214,0.47774
TLL,30.1687,30m 77ch,30.1687,Authorised Access Point '-' Road'-'Rail Machines,Gardeners L.C. LTS'-'174 RRV Down,571760.5,186661.0,51.55218,0.47772
TLL,31.1005,31m 46ch,31.1005,Authorised Access Point '-' Road'-'Rail Machines,VANGE WHARF L.C. RRV UP,572623.3,187123.7,51.55607,0.49038
TLL,31.1005,31m 46ch,31.1005,Authorised Access Point '-' Road'-'Rail Machines,Vange Wharf L.C. LTS'-'176 RRV Down,572621.5,187126.9,51.5561,0.49036
TLL,32.0164,32m 07ch,32.0164,Authorised Access Point '-' Pedestrian,FOOT CROSSING <LTS'-'177>,573352.9,187512.7,51.55934,0.50109
TLL,32.0694,32m 32ch,32.0694,Authorised Access Point '-' Pedestrian,PITSEA STATION PLATFORM 4 <LTS'-'179>,573834.9,187548.0,51.55951,0.50805
TLL,32.0919,32m 42ch,32.0919,Authorised Access Point '-' Pedestrian,PITSEA DEPOT,574038.7,187567.8,51.55962,0.511
TLP1,12.1144,12m 52ch,12.1144,Authorised Access Point '-' Pedestrian,Bickley/Petts Wood'-'Barfield Rd,543308.0,168850.0,51.40006,0.06037
TLP2,12.1082,12m 49ch,12.1082,Authorised Access Point '-' Pedestrian,Bickley/Petts Wood'-'Barfield Rd Chislehurst,543353.0,168866.0,51.40019,0.06102
TLP2,13.0462,13m 21ch,13.0462,Authorised Access Point '-' Pedestrian,Little Thrift TP Hut,544060.0,168175.0,51.3938,0.0709
TLP2,13.0478,13m 22ch,13.0478,Authorised Access Point '-' Pedestrian,PETTS WOOD TP HUT,544065.0,168162.0,51.39368,0.07097
TNW,0.0123,0m 06ch,0.0123,Authorised Access Point '-' Vehicle,THORNTON NORTH,329940.3,697727.6,56.16712,-3.12834
TNW,0.0758,0m 34ch,0.0758,Authorised Access Point '-' Road'-'Rail Machines,MOTORWAY BRIDGE THORNTON,329522.3,697336.0,56.16354,-3.13497
TPS2,31.1225,31m 56ch,31.1225,Authorised Access Point '-' Pedestrian,TP FLT,380534.0,396118.0,53.46119,-2.29322
TPS2,31.1346,31m 61ch,31.1346,Authorised Access Point '-' Vehicle,TP FLT,380640.0,396155.0,53.46153,-2.29163
TPS3,31.1212,31m 55ch,31.1212,Authorised Access Point '-' Pedestrian,TRAFFORD PARK TERMINAL,380496.0,396166.0,53.46163,-2.2938
TSB,0.0616,0m 28ch,0.0616,Authorised Access Point '-' Pedestrian,Mayfield Road <O/Br. No. 2>,411416.0,283475.0,52.44874,-1.83201
TSB,0.1262,0m 57ch,0.1262,Authorised Access Point '-' Pedestrian,Spring Road Stn,411225.6,282932.8,52.44387,-1.83483
TSB,1.0625,1m 28ch,1.0625,Authorised Access Point '-' Pedestrian,Hall Green Station Car Park,410592.0,282118.0,52.43656,-1.84418
TSB,2.0066,2m 03ch,2.0066,Authorised Access Point '-' Pedestrian,Webb Lane,409969.0,281219.0,52.42849,-1.85337
TSB,2.1037,2m 47ch,2.1037,Authorised Access Point '-' Pedestrian,Yardley Wood Stn,409985.3,280351.4,52.42069,-1.85315
TSB,3.1483,3m 67ch,3.1483,Authorised Access Point '-' Pedestrian,Shirley Stn,410625.2,278441.2,52.4035,-1.8438
TSB,4.1232,4m 56ch,4.1232,Authorised Access Point '-' Pedestrian,Tilehouse Lane <Overbridge No. 21>,410248.0,277157.0,52.39196,-1.84939
TSB,4.1312,4m 60ch,4.1312,Authorised Access Point '-' Pedestrian,Whitlocks End Stn,410199.8,277099.9,52.39145,-1.8501
TSB,5.0044,5m 02ch,5.0044,Authorised Access Point '-' Pedestrian,Houndsfield Lane,409900.0,276744.0,52.38825,-1.85452
TSB,5.1474,5m 67ch,5.1474,Authorised Access Point '-' Pedestrian,Norton s Lane <Overbridge No. 25>,409222.0,275675.0,52.37865,-1.86451
TSB,6.1315,6m 60ch,6.1315,Authorised Access Point '-' Pedestrian,Earlswood Stn,409532.9,274292.8,52.36622,-1.85998
TSB,6.1320,6m 60ch,6.132,Authorised Access Point '-' Vehicle,Station Drive <Overbridge No. 30>,409536.0,274289.0,52.36619,-1.85993
TSB,7.1002,7m 46ch,7.1002,Authorised Access Point '-' Pedestrian,The Lakes Stn,410606.2,273537.2,52.35941,-1.84424
TSB,7.1144,7m 52ch,7.1144,Authorised Access Point '-' Pedestrian,Malthouse Lane <Overbridge No. 32>,410691.0,273438.0,52.35851,-1.843
TSB,8.1056,8m 48ch,8.1056,Authorised Access Point '-' Pedestrian,Wood End Lane <Overbridge No. 34>,410676.0,271964.0,52.34526,-1.84326
TSB,8.1232,8m 56ch,8.1232,Authorised Access Point '-' Pedestrian,Wood End Tunnel <O/br. No. 35> Broad Lane B4101,410696.0,271806.0,52.34384,-1.84298
TSB,10.0920,10m 42ch,10.092,Authorised Access Point '-' Pedestrian,Danzey Stn,412305.4,269670.7,52.32461,-1.81943
TSB,11.1452,11m 66ch,11.1452,Authorised Access Point '-' Pedestrian,Pedestrian Access Blunts Green,413666.0,268293.0,52.31219,-1.79952
TSB,13.0972,13m 44ch,13.0972,Authorised Access Point '-' Road'-'Rail Machines,Henley'-'in'-'Arden Station Car Park,414844.0,265928.0,52.29089,-1.78234
TSB,15.0467,15m 21ch,15.0467,Authorised Access Point '-' Pedestrian,Wootton Wawen Stn,416786.1,258273.8,52.22202,-1.75424
TSB,17.0352,17m 16ch,17.0352,Authorised Access Point '-' Pedestrian,Slater s Lane <Underbridge No. 64>,416398.0,260846.0,52.24516,-1.7598
TSE2,5.1114,5m 51ch,5.1114,Authorised Access Point '-' Pedestrian,MARKFIELD ROAD,534293.6,188825.1,51.58179,-0.06155
TSJ,11.1166,11m 53ch,11.1166,Authorised Access Point '-' Pedestrian,ALBERT ROAD,515658.0,173436.0,51.4476,-0.33546
TSJ,11.1276,11m 58ch,11.1276,Authorised Access Point '-' Pedestrian,TWICKENHAM FLYOVER ON THE TSJ,515562.0,173397.0,51.44726,-0.33685
TSJ,11.1716,11m 78ch,11.1716,Authorised Access Point '-' Pedestrian,"LOC Suite TSJ'-'012/0000, Heathlands Business Pk",684931.1,570254.6,54.94528,2.45012
TSJ,12.0726,12m 33ch,12.0726,Authorised Access Point '-' Pedestrian,Strawberry Hill Access Gate,515534.0,172293.0,51.43735,-0.33762
TSJ,12.1078,12m 49ch,12.1078,Authorised Access Point '-' Pedestrian,FOOTPATH STRAWBERRY HILL,515516.0,171947.0,51.43424,-0.33799
TSN1,119.0608,119m 28ch,119.0608,Authorised Access Point '-' Vehicle,UB 24 Sawley & Thrumpton,449394.0,331458.0,52.878,-1.26598
TSN1,119.1290,119m 59ch,119.129,Authorised Access Point '-' Road'-'Rail Machines,Trent East Jn,449745.0,332471.0,52.88707,-1.26061
TSN1,119.1750,119m 80ch,119.175,Authorised Access Point '-' Road'-'Rail Machines,Meadow Lane '-' Old Trent Yard,450070.0,332875.0,52.89067,-1.25572
TSN1,121.0022,121m 01ch,121.0022,Authorised Access Point '-' Pedestrian,Underbridge No. 5,450809.0,333582.0,52.89696,-1.24462
TSN1,121.0034,121m 02ch,121.0034,Authorised Access Point '-' Pedestrian,Attenborough Jn,450817.0,333590.0,52.89703,-1.2445
TSN1,121.1540,121m 70ch,121.154,Authorised Access Point '-' Pedestrian,Footbridge  Overbridge No. 7A,451779.0,334576.0,52.9058,-1.23004
TSN1,122.1012,122m 46ch,122.1012,Authorised Access Point '-' Pedestrian,Nature Reserve LC,452574.0,335398.0,52.91311,-1.21809
TSN1,123.0396,123m 18ch,123.0396,Authorised Access Point '-' Pedestrian,Footbridge Overbridge No 9,453296.0,336135.0,52.91967,-1.20723
TSN1,123.0550,123m 25ch,123.055,Authorised Access Point '-' Pedestrian,Overbridge No. 9A,453395.0,336236.0,52.92057,-1.20574
TSN1,123.0551,123m 25ch,123.0551,Authorised Access Point '-' Pedestrian,Beeston Stn,453395.0,336236.0,52.92057,-1.20574
TSN1,123.1320,123m 60ch,123.132,Authorised Access Point '-' Pedestrian,Overbridge No. 9K,453889.0,336744.0,52.92508,-1.19831
TSN1,123.1364,123m 62ch,123.1364,Authorised Access Point '-' Pedestrian,Beeston South Jn,453917.0,336772.0,52.92533,-1.19789
TSN1,124.1452,124m 66ch,124.1452,Authorised Access Point '-' Pedestrian,Underbridge No. 11 '-'CAVENDISH ST,455092.0,337981.0,52.93608,-1.18021
TSN1,124.1471,124m 67ch,124.1471,Authorised Access Point '-' Pedestrian,Montpelier Road,455095.0,338003.0,52.93628,-1.18016
TSN1,125.0570,125m 26ch,125.057,Authorised Access Point '-' Vehicle,Games Workshop,455698.0,338491.0,52.9406,-1.1711
TSN1,125.0572,125m 26ch,125.0572,Authorised Access Point '-' Road'-'Rail Machines,Lenton South Junction,455698.0,338491.0,52.9406,-1.1711
TSN2,123.0567,123m 26ch,123.0567,Authorised Access Point '-' Pedestrian,Notts P/Way yard <1>,457861.0,339252.0,52.94721,-1.13878
TSN2,123.0592,123m 27ch,123.0592,Authorised Access Point '-' Vehicle,Notts P/Way yard <2>,457804.0,339263.0,52.94732,-1.13963
TSN2,123.1320,123m 60ch,123.132,Authorised Access Point '-' Pedestrian,Nottingham station West,457108.0,339105.0,52.94597,-1.15001
TSN2,123.1440,123m 65ch,123.144,Authorised Access Point '-' Vehicle,Courthouse,457084.0,339123.0,52.94614,-1.15037
TSN2,123.1515,123m 69ch,123.1515,Authorised Access Point '-' Road'-'Rail Machines,courthouse,457025.0,339090.0,52.94585,-1.15125
TSN2,123.1672,123m 76ch,123.1672,Authorised Access Point '-' Road'-'Rail Machines,MANSFIELD JN,456126.0,338781.0,52.94316,-1.16468
TSN2,124.0120,124m 05ch,124.012,Authorised Access Point '-' Pedestrian,Forward House <1>,456707.0,338938.0,52.94452,-1.15601
TSN2,124.0131,124m 06ch,124.0131,Authorised Access Point '-' Pedestrian,Mansfield Junction  TT291/TT289,456095.0,338793.0,52.94328,-1.16514
TSN2,124.0320,124m 15ch,124.032,Authorised Access Point '-' Vehicle,John Stevensons '-' DFS Warehouse,456575.0,338913.0,52.9443,-1.15798
TSN2,124.0360,124m 16ch,124.036,Authorised Access Point '-' Pedestrian,Forward House <2>,456511.0,338864.0,52.94387,-1.15894
TSN2,124.0484,124m 22ch,124.0484,Authorised Access Point '-' Pedestrian,Mansfield Jn,456413.0,338821.0,52.94349,-1.16041
TSO,3.1269,3m 58ch,3.1269,Authorised Access Point '-' Vehicle,TODHOLES NO 3 UWC,312311.0,963943.6,58.55506,-3.50712
TSS,0.0080,0m 04ch,0.008,Authorised Access Point '-' Vehicle,DARNLEY STREET,257981.0,663135.0,55.84052,-4.26823
TSS,0.0265,0m 12ch,0.0265,Authorised Access Point '-' Road'-'Rail Machines,TERMI NUS CURVE,258063.0,663368.0,55.84264,-4.26704
TTA1,168.0883,168m 40ch,168.0883,Authorised Access Point '-' Pedestrian,CHINLEY SIGNAL BOX,405301.0,382337.0,53.33764,-1.92038
TTA1,168.0900,168m 41ch,168.09,Authorised Access Point '-' Vehicle,CHINLEY SIGNAL BOX,405291.0,382349.0,53.33775,-1.92053
TTA1,169.0744,169m 34ch,169.0744,Authorised Access Point '-' Pedestrian,CHINLEY STATION CAR PARK,403932.0,382651.0,53.34048,-1.94094
TTA1,169.0770,169m 35ch,169.077,Authorised Access Point '-' Vehicle,CHINLEY STATION CAR PARK,403910.0,382641.0,53.34039,-1.94127
TTA1,169.0990,169m 45ch,169.099,Authorised Access Point '-' Vehicle,CHINLEY ENGINEERS YARD,403732.0,382547.0,53.33954,-1.94394
TTA1,170.0720,170m 33ch,170.072,Authorised Access Point '-' Vehicle,BUXWORTH OLD STATION,402408.0,382302.0,53.33735,-1.96383
TTA1,171.1060,171m 48ch,171.106,Authorised Access Point '-' Vehicle,LADYPIT ROAD,401387.0,383674.0,53.34969,-1.97916
TTA1,172.0359,172m 16ch,172.0359,Authorised Access Point '-' Pedestrian,NEW MILLS SOUTH JN. MARSH LANE,400756.0,384402.0,53.35623,-1.98864
TTA1,172.0770,172m 35ch,172.077,Authorised Access Point '-' Pedestrian,NEW MILLS SOUTH JN. MARSH LANE,400503.0,384672.0,53.35866,-1.99244
TTA1,172.1062,172m 48ch,172.1062,Authorised Access Point '-' Vehicle,NEW MILLS INDUSTRIAL ESTATE <OLD GOODS YARD>,400378.0,384917.0,53.36086,-1.99432
TTA1,174.0962,174m 44ch,174.0962,Authorised Access Point '-' Road'-'Rail Machines,STRINES STN YARD RRAP,397913.0,386359.0,53.37382,-2.03137
TTA1,174.1069,174m 49ch,174.1069,Authorised Access Point '-' Vehicle,STRINES STATION YARD,397859.0,386441.0,53.37456,-2.03218
TTA1,174.1096,174m 50ch,174.1096,Authorised Access Point '-' Pedestrian,STRINES STATION YARD,397845.0,386462.0,53.37475,-2.0324
TTA1,175.0950,175m 43ch,175.095,Authorised Access Point '-' Pedestrian,GOYT CLIFF VIADUCT,396889.0,387582.0,53.38481,-2.04678
TTA1,176.0350,176m 16ch,176.035,Authorised Access Point '-' Pedestrian,LAKES ROAD PEDESTRIAN ACCESS,396493.1,388556.1,53.39356,-2.05274
TTA1,176.1062,176m 48ch,176.1062,Authorised Access Point '-' Road'-'Rail Machines,BRABYNS BROW RRAP,396360.0,389187.0,53.39924,-2.05475
TTA1,177.0323,177m 15ch,177.0323,Authorised Access Point '-' Vehicle,MARPLE WHARF JN.,395814.0,389931.0,53.40592,-2.06297
TTA1,177.0425,177m 19ch,177.0425,Authorised Access Point '-' Pedestrian,MARPLE WHARF JN.,395740.0,389986.0,53.40641,-2.06409
TTA1,177.1504,177m 68ch,177.1504,Authorised Access Point '-' Pedestrian,ROMILEY '-' OAKWOOD ROAD,394858.0,390436.0,53.41045,-2.07736
TTA1,177.1529,177m 70ch,177.1529,Authorised Access Point '-' Vehicle,ROMILEY '-' OAKWOOD ROAD,394853.0,390439.0,53.41048,-2.07744
TTA1,178.0430,178m 20ch,178.043,Authorised Access Point '-' Pedestrian,ROMILEY VILLAGE PEDESTRIAN ACCESS,394304.0,390728.5,53.41307,-2.0857
TTA1,178.0506,178m 23ch,178.0506,Authorised Access Point '-' Pedestrian,ROMILEY JN,394242.0,390760.0,53.41336,-2.08664
TTA1,178.0800,178m 36ch,178.08,Authorised Access Point '-' Road'-'Rail Machines,ROMILEY JUNCTION RRAP,394005.0,390891.0,53.41453,-2.09021
TTA1,178.1500,178m 68ch,178.15,Authorised Access Point '-' Pedestrian,BREDBURY TUNNEL ACCESS POINT,393485.8,391257.5,53.41782,-2.09803
TTA1,179.0470,179m 21ch,179.047,Authorised Access Point '-' Pedestrian,REDHOUSE LANE ACCESS POINT,392963.8,391675.0,53.42157,-2.10589
TTA1,179.0660,179m 30ch,179.066,Authorised Access Point '-' Road'-'Rail Machines,BREDBURY STN RRAP,392852.0,391747.0,53.42221,-2.10757
TTA1,180.0440,180m 20ch,180.044,Authorised Access Point '-' Pedestrian,M60 M/WAY BRIDGE PED ACCESS,391595.7,392542.2,53.42934,-2.1265
TTA2,43.1007,43m 46ch,43.1007,Authorised Access Point '-' Pedestrian,FALLOW FIELDS DRIVE PED ACCESS,390351.0,394276.0,53.44491,-2.14529
TTA2,43.1007,43m 46ch,43.1007,Authorised Access Point '-' Pedestrian,THORNLEY LANE SOUTH PED ACCESS,390353.0,394281.0,53.44495,-2.14526
TTA2,44.0904,44m 41ch,44.0904,Authorised Access Point '-' Pedestrian,"ALVASTON ROAD, GORTON",389139.8,395176.2,53.45298,-2.16356
TTA2,45.0433,45m 20ch,45.0433,Authorised Access Point '-' Pedestrian,"GLENCASTLE RD, GORTON",388231.2,395888.9,53.45936,-2.17727
TTA2,45.0463,45m 21ch,45.0463,Authorised Access Point '-' Vehicle,"WILLIAMS RD, GORTON",389859.3,412594.5,53.60957,-2.15329
TTA2,45.0498,45m 23ch,45.0498,Authorised Access Point '-' Vehicle,BELLE VUE,388204.0,395942.0,53.45984,-2.17768
TTA2,45.0622,45m 28ch,45.0622,Authorised Access Point '-' Vehicle,BELLE VUE STN RRAP,388159.0,396044.0,53.46076,-2.17836
TTA2,46.0429,46m 20ch,46.0429,Authorised Access Point '-' Pedestrian,"AMBROSE STREET, ASHBURYS",388117.0,396184.0,53.46201,-2.179
TTF,82.1584,82m 72ch,82.1584,Authorised Access Point '-' Pedestrian,Brokenford Lane,435849.0,113187.0,50.91648,-1.48997
TTF,83.1166,83m 53ch,83.1166,Authorised Access Point '-' Pedestrian,Rushington Lane Bridge 2,435140.0,112669.0,50.91186,-1.50011
TTF,83.1558,83m 71ch,83.1558,Authorised Access Point '-' Pedestrian,Houndsdown Bridge 2B,435515.0,112216.0,50.90777,-1.49482
TTF,84.0264,84m 12ch,84.0264,Authorised Access Point '-' Vehicle,Jacobs Gutter Lane Lxing,435846.0,111971.0,50.90554,-1.49014
TTF,84.0281,84m 13ch,84.0281,Authorised Access Point '-' Pedestrian,"Jacobs Gutter LC '-' Down Fawley Up, C/E <Downside>",435865.0,111962.0,50.90546,-1.48987
TTF,87.0286,87m 13ch,87.0286,Authorised Access Point '-' Pedestrian,Church Farm Close,439784.0,109124.0,50.87968,-1.43444
TTF,89.0222,89m 10ch,89.0222,Authorised Access Point '-' Pedestrian,Hythe Station <closed>,442577.0,107640.0,50.86614,-1.39491
TTH,29.1320,29m 60ch,29.132,Authorised Access Point '-' Vehicle,Tonbridge Depot RRV,558983.0,145985.0,51.19042,0.27537
TTH,29.1738,29m 79ch,29.1738,Authorised Access Point '-' Pedestrian,Pembury Close,559211.0,145704.0,51.18784,0.2785
TTH,30.1166,30m 53ch,30.1166,Authorised Access Point '-' Pedestrian,Vauxhall Lane,559383.0,144630.0,51.17814,0.28049
