elr,mileage_raw,mileage_ch,mileage_decimal,type,name,easting,northing,latitude,longitude
AAV,30.0572,30m 26ch,30.0572,Authorised Access Point '-' Pedestrian,Windlesham TP Hut,491973.0,166437.0,51.38902,-0.67804
AAV,30.0572,30m 26ch,30.0572,Authorised Access Point '-' Pedestrian,SWINLEY FOREST <GOLF CLUB>,491970.0,166451.0,51.38914,-0.67808
AAV,31.1166,31m 53ch,31.1166,Authorised Access Point '-' Pedestrian,BAGSHOT GARDEN CENTER  DOWN,491563.0,164337.0,51.3702,-0.68447
AAV,32.0066,32m 03ch,32.0066,Authorised Access Point '-' Road'-'Rail Machines,Bagshot RRV Access,491429.0,163745.0,51.3649,-0.68655
AAV,32.0104,32m 05ch,32.0104,Authorised Access Point '-' Vehicle,Bagshot Station Car Park,491419.0,163709.0,51.36458,-0.6867
AAV,32.0189,32m 09ch,32.0189,Authorised Access Point '-' Pedestrian,BAGSHOT PLATFORM 1,491402.0,163633.0,51.3639,-0.68697
AAV,32.0506,32m 23ch,32.0506,Authorised Access Point '-' Pedestrian,Guildford Road Viaduct <Bagshot>,491334.0,163322.0,51.36111,-0.68802
AAV,33.0924,33m 42ch,33.0924,Authorised Access Point '-' Pedestrian,JOLLY FARMER <UP SIDE> BAGSHOT END,490015.0,162088.0,51.35023,-0.70728
AAV,33.0990,33m 45ch,33.099,Authorised Access Point '-' Pedestrian,JOLLY FARMER <UP SIDE> CAMBERLEY END,490009.0,162072.0,51.35009,-0.70737
AAV,33.1122,33m 51ch,33.1122,Authorised Access Point '-' Pedestrian,JOLLY FARMER <DN SIDE> TP HUT,489896.0,161982.0,51.3493,-0.70901
AAV,34.0198,34m 09ch,34.0198,Authorised Access Point '-' Pedestrian,Gibbett Lane bridge 13,489296.0,161480.0,51.34488,-0.71775
AAV,34.1459,34m 66ch,34.1459,Authorised Access Point '-' Pedestrian,Middleton Rd <Upper Park Road> Bridge 14,488377.0,160817.0,51.33906,-0.73111
AAV,35.0598,35m 27ch,35.0598,Authorised Access Point '-' Vehicle,Camberley Substation,487633.0,160460.0,51.33597,-0.74188
AAV,35.0598,35m 27ch,35.0598,Authorised Access Point '-' Pedestrian,Camberley Station Lxing,487633.0,160460.0,51.33597,-0.74188
AAV,35.0742,35m 34ch,35.0742,Authorised Access Point '-' Pedestrian,Camberley Station Platform 1,487515.0,160401.0,51.33545,-0.74358
AAV,36.0170,36m 08ch,36.017,Authorised Access Point '-' Pedestrian,York Road <A321> bridge 16,486778.0,159616.0,51.32851,-0.75435
AAV,36.0814,36m 37ch,36.0814,Authorised Access Point '-' Pedestrian,Watchmore Park Riverside Way,486449.0,159126.0,51.32415,-0.75919
AAV,37.0103,37m 05ch,37.0103,Authorised Access Point '-' Pedestrian,Blackwater valley Relief Rd,486770.0,158290.0,51.31659,-0.75479
AAV,37.0220,37m 10ch,37.022,Authorised Access Point '-' Pedestrian,FRIMLEY TP HUT,486850.0,158218.0,51.31593,-0.75366
AAV,38.0770,38m 35ch,38.077,Authorised Access Point '-' Road'-'Rail Machines,The Hatches RRAP,488369.0,156755.0,51.30254,-0.73223
AAV,38.1144,38m 52ch,38.1144,Authorised Access Point '-' Pedestrian,"Frimley, Rear of Thames Water Works",488466.0,156428.0,51.29959,-0.73092
AAV,38.1752,38m 80ch,38.1752,Authorised Access Point '-' Pedestrian,Mytchett Road <Miners><A321> Bridge 20,488840.0,156028.0,51.29593,-0.72566
AAV,39.1306,39m 59ch,39.1306,Authorised Access Point '-' Pedestrian,Guildford Road bridge 21,489248.0,154978.0,51.28643,-0.72007
AAV,40.0247,40m 11ch,40.0247,Authorised Access Point '-' Pedestrian,Mytchett bridge 22,489143.0,154350.0,51.2808,-0.72173
ABE1,0.0770,0m 35ch,0.077,Authorised Access Point '-' Road'-'Rail Machines,Thorns Lane,487952.0,338098.0,52.93275,-0.69132
ABE1,1.0440,1m 20ch,1.044,Authorised Access Point '-' Pedestrian,Great Gonerby Footpath Crossing,489051.0,339148.0,52.94201,-0.67468
ABE1,3.0880,3m 40ch,3.088,Authorised Access Point '-' Pedestrian,SAND LANE BR7,490807.0,342113.0,52.96836,-0.64772
ABW,0.0550,0m 25ch,0.055,Authorised Access Point '-' Pedestrian,Cooksholme,388857.0,250423.0,52.15157,-2.16288
ACR,56.0490,56m 22ch,56.049,Authorised Access Point '-' Pedestrian,Ashford'-'Carriage Sidings,601379.0,142006.0,51.14132,0.87917
ACR,56.1276,56m 58ch,56.1276,Authorised Access Point '-' Vehicle,Ashford'-'Carriage Sidings,602032.0,141857.0,51.13975,0.88841
ACR,56.1452,56m 66ch,56.1452,Authorised Access Point '-' Pedestrian,Ashford'-'Carriage Sidings,602149.0,141966.0,51.14069,0.89015
ACR,56.1595,56m 72ch,56.1595,Authorised Access Point '-' Pedestrian,Ashford/Wye'-'Osbourne Road Bridge 1859B,602208.0,142084.0,51.14173,0.89105
ACR,56.1606,56m 73ch,56.1606,Authorised Access Point '-' Pedestrian,Ashford'-'Carriage Sidings,602211.0,142094.0,51.14182,0.8911
ACR,57.0247,57m 11ch,57.0247,Authorised Access Point '-' Pedestrian,Ashford/Wye'-'Hythe Road Bridge 1860,602312.0,142446.0,51.14495,0.89274
ACR,58.0000,58m 00ch,58.0,Authorised Access Point '-' Road'-'Rail Machines,Batchelors RRV,602783.0,143736.0,51.15637,0.90019
ACR,58.0044,58m 02ch,58.0044,Authorised Access Point '-' Pedestrian,Ashford/Wye'-'Willesborough Rd Bridge 1864/1864A,602804.0,143770.0,51.15666,0.90051
ACR,58.0286,58m 13ch,58.0286,Authorised Access Point '-' Pedestrian,KENNINGTON TPH ASHFORD TP HUT,602908.0,143962.0,51.15835,0.90211
ACR,58.0814,58m 37ch,58.0814,Authorised Access Point '-' Pedestrian,CRADLE BRIDGE,603180.0,144364.0,51.16186,0.90622
ACR,58.0814,58m 37ch,58.0814,Authorised Access Point '-' Pedestrian,CRADLE BRIDGE,603180.0,144364.0,51.16186,0.90622
ACR,58.1166,58m 53ch,58.1166,Authorised Access Point '-' Pedestrian,BOLLEAUX,603352.0,144636.0,51.16425,0.90883
ACR,58.1166,58m 53ch,58.1166,Authorised Access Point '-' Pedestrian,BOLLEAUX,603352.0,144636.0,51.16425,0.90883
ACR,58.1364,58m 62ch,58.1364,Authorised Access Point '-' Pedestrian,EAST MOUNTAIN,604449.0,144790.0,51.16524,0.92459
ACR,58.1364,58m 62ch,58.1364,Authorised Access Point '-' Pedestrian,EAST MOUNTAIN,604449.0,144790.0,51.16524,0.92459
ACR,59.0088,59m 04ch,59.0088,Authorised Access Point '-' Pedestrian,GOLDEN BALL,603685.0,145163.0,51.16886,0.91388
ACR,59.0088,59m 04ch,59.0088,Authorised Access Point '-' Pedestrian,GOLDEN BALL,603685.0,145163.0,51.16886,0.91388
ACR,59.0440,59m 20ch,59.044,Authorised Access Point '-' Pedestrian,WILMINGTON FARM,603858.0,145435.0,51.17124,0.91651
ACR,59.0440,59m 20ch,59.044,Authorised Access Point '-' Pedestrian,WILMINGTON FARM,603858.0,145435.0,51.17124,0.91651
ACR,59.1034,59m 47ch,59.1034,Authorised Access Point '-' Pedestrian,SPRING GROVE,604148.0,145894.0,51.17526,0.92091
ACR,59.1034,59m 47ch,59.1034,Authorised Access Point '-' Pedestrian,SPRING GROVE,604148.0,145894.0,51.17526,0.92091
ACR,60.0132,60m 06ch,60.0132,Authorised Access Point '-' Pedestrian,HARVILLE FARM,604570.0,146560.0,51.18109,0.92732
ACR,60.0132,60m 06ch,60.0132,Authorised Access Point '-' Pedestrian,HARVILLE FARM,604570.0,146560.0,51.18109,0.92732
ACR,60.0616,60m 28ch,60.0616,Authorised Access Point '-' Pedestrian,WYE,604803.0,146936.0,51.18439,0.93087
ACR,60.0616,60m 28ch,60.0616,Authorised Access Point '-' Pedestrian,WYE,604803.0,146936.0,51.18439,0.93087
ACR,60.0775,60m 35ch,60.0775,Authorised Access Point '-' Pedestrian,Wye'-'Signal Box,604865.0,147069.0,51.18556,0.93183
ACR,60.0991,60m 45ch,60.0991,Authorised Access Point '-' Vehicle,Wye'-'Signalbox car park,604937.0,147252.0,51.18718,0.93296
ACR,60.1628,60m 74ch,60.1628,Authorised Access Point '-' Pedestrian,SPARROW BRIDGE,605152.0,147789.0,51.19192,0.93634
ACR,60.1628,60m 74ch,60.1628,Authorised Access Point '-' Pedestrian,SPARROW BRIDGE,605152.0,147789.0,51.19192,0.93634
ACR,61.0836,61m 38ch,61.0836,Authorised Access Point '-' Pedestrian,BILTING GRANGE,605485.0,148613.0,51.1992,0.94157
ACR,61.0836,61m 38ch,61.0836,Authorised Access Point '-' Pedestrian,BILTING GRANGE,605485.0,148613.0,51.1992,0.94157
ACR,61.1430,61m 65ch,61.143,Authorised Access Point '-' Pedestrian,BILTING,605701.0,149108.0,51.20357,0.94494
ACR,61.1430,61m 65ch,61.143,Authorised Access Point '-' Pedestrian,BILTING,605701.0,149108.0,51.20357,0.94494
ACR,61.1540,61m 70ch,61.154,Authorised Access Point '-' Pedestrian,BUCKWELL,605747.0,149197.0,51.20435,0.94565
ACR,61.1540,61m 70ch,61.154,Authorised Access Point '-' Pedestrian,BUCKWELL,605747.0,149197.0,51.20435,0.94565
ACR,62.1716,62m 78ch,62.1716,Authorised Access Point '-' Pedestrian,Wye'-'Godmersham Road  Bridge 1883,606775.0,150636.0,51.21691,0.96118
ACR,63.1238,63m 56ch,63.1238,Authorised Access Point '-' Pedestrian,Wye/Chilham'-'Pope Street Bridge 1886,607494.0,151561.0,51.22495,0.972
ACR,64.0726,64m 33ch,64.0726,Authorised Access Point '-' Pedestrian,Sandy Lane Bridge 1889,607520.0,152665.0,51.23486,0.97301
ACR,64.1301,64m 59ch,64.1301,Authorised Access Point '-' Pedestrian,Chilham TP Hut,607486.0,153184.0,51.23953,0.97282
ACR,64.1374,64m 62ch,64.1374,Authorised Access Point '-' Pedestrian,Wye/Chilham'-'Chilham CSR Mast,607503.0,153253.0,51.24014,0.9731
ACR,64.1661,64m 76ch,64.1661,Authorised Access Point '-' Pedestrian,Chilham Mill Level Crossing CE,607628.0,153504.0,51.24235,0.97504
ACR,64.1661,64m 76ch,64.1661,Authorised Access Point '-' Pedestrian,Chilham Mill Level Crossing LE,607628.0,153504.0,51.24235,0.97504
ACR,64.1672,64m 76ch,64.1672,Authorised Access Point '-' Pedestrian,CHILHAM MILL,607622.0,153496.0,51.24228,0.97495
ACR,64.1672,64m 76ch,64.1672,Authorised Access Point '-' Pedestrian,CHILHAM MILL,607622.0,153496.0,51.24228,0.97495
ACR,64.1683,64m 76ch,64.1683,Authorised Access Point '-' Pedestrian,Chilham Mill Level Crossing CE,607628.0,153504.0,51.24235,0.97504
ACR,64.1683,64m 76ch,64.1683,Authorised Access Point '-' Pedestrian,Chilham Mill Level Crossing LE,607628.0,153504.0,51.24235,0.97504
ACR,65.0870,65m 40ch,65.087,Authorised Access Point '-' Pedestrian,Chilham Road Level Crossing CE,608354.0,153998.0,51.24652,0.98571
ACR,65.0870,65m 40ch,65.087,Authorised Access Point '-' Pedestrian,Chilham Road Level Crossing LE,608342.0,154001.0,51.24656,0.98554
ACR,65.0880,65m 40ch,65.088,Authorised Access Point '-' Pedestrian,CHILHAM ROAD,608340.0,154001.0,51.24656,0.98551
ACR,65.0880,65m 40ch,65.088,Authorised Access Point '-' Pedestrian,CHILHAM ROAD,608340.0,154001.0,51.24656,0.98551
ACR,65.0890,65m 40ch,65.089,Authorised Access Point '-' Pedestrian,Chilham Road Level Crossing LE,608349.0,153996.0,51.24651,0.98564
ACR,66.0374,66m 17ch,66.0374,Authorised Access Point '-' Pedestrian,SHALMSFORD STREET,609326.0,154589.0,51.25148,0.99997
ACR,66.0374,66m 17ch,66.0374,Authorised Access Point '-' Pedestrian,SHALMSFORD STREET,609326.0,154589.0,51.25148,0.99997
ACR,66.0682,66m 31ch,66.0682,Authorised Access Point '-' Pedestrian,Chilham/Chartham'-'Shalmsford St Bridge 1898,609569.0,154733.0,51.25268,1.00353
ACR,66.1342,66m 61ch,66.1342,Authorised Access Point '-' Pedestrian,DEANERY,610113.0,154988.0,51.25477,1.01146
ACR,66.1342,66m 61ch,66.1342,Authorised Access Point '-' Pedestrian,DEANERY,610113.0,154988.0,51.25477,1.01146
ACR,66.1738,66m 79ch,66.1738,Authorised Access Point '-' Pedestrian,DIBLEYS,610448.0,155134.0,51.25596,1.01634
ACR,66.1738,66m 79ch,66.1738,Authorised Access Point '-' Pedestrian,DIBLEYS,610448.0,155134.0,51.25596,1.01634
ACR,67.0220,67m 10ch,67.022,Authorised Access Point '-' Pedestrian,CHARTHAM,610655.0,155211.0,51.25657,1.01935
ACR,67.0220,67m 10ch,67.022,Authorised Access Point '-' Pedestrian,CHARTHAM,610655.0,155211.0,51.25657,1.01935
ACR,67.1034,67m 47ch,67.1034,Authorised Access Point '-' Pedestrian,HORTON,611346.0,155481.0,51.25874,1.0294
ACR,67.1034,67m 47ch,67.1034,Authorised Access Point '-' Pedestrian,HORTON,611346.0,155481.0,51.25874,1.0294
ACR,67.1056,67m 48ch,67.1056,Authorised Access Point '-' Pedestrian,Horton,611362.0,155491.0,51.25883,1.02964
ACR,67.1518,67m 69ch,67.1518,Authorised Access Point '-' Pedestrian,DOG KENNEL,611691.0,155757.0,51.26109,1.0345
ACR,67.1518,67m 69ch,67.1518,Authorised Access Point '-' Pedestrian,DOG KENNEL,611691.0,155757.0,51.26109,1.0345
ACR,68.1342,68m 61ch,68.1342,Authorised Access Point '-' Pedestrian,TONFORD,612609.0,156865.0,51.2707,1.0483
ACR,68.1342,68m 61ch,68.1342,Authorised Access Point '-' Pedestrian,TONFORD,612609.0,156865.0,51.2707,1.0483
ACR,69.0660,69m 30ch,69.066,Authorised Access Point '-' Pedestrian,WHITEHALL,613486.0,157307.0,51.27434,1.06112
ACR,69.0660,69m 30ch,69.066,Authorised Access Point '-' Pedestrian,WHITEHALL,613486.0,157307.0,51.27434,1.06112
ACR,69.1005,69m 46ch,69.1005,Authorised Access Point '-' Pedestrian,Canterbury West'-'Whitehall Road '-' Bridge 259 / 1903,613755.0,157472.0,51.27572,1.06507
ACR,70.0330,70m 15ch,70.033,Authorised Access Point '-' Pedestrian,St Dunstans LS,614418.0,158201.0,51.28202,1.075
ACR,70.0330,70m 15ch,70.033,Authorised Access Point '-' Pedestrian,ST DUNSTANS,614418.0,158201.0,51.28202,1.075
ACR,70.0330,70m 15ch,70.033,Authorised Access Point '-' Pedestrian,ST DUNSTANS,614418.0,158201.0,51.28202,1.075
ACR,70.0352,70m 16ch,70.0352,Authorised Access Point '-' Pedestrian,St Dunstans CS,614429.0,155218.0,51.25523,1.07337
ACR,70.0528,70m 24ch,70.0528,Authorised Access Point '-' Pedestrian,Canterbury West ECRO,614522.0,158350.0,51.28332,1.07658
ACR,70.0620,70m 28ch,70.062,Authorised Access Point '-' Vehicle,Canterbury West'-'BBRML Yard,614570.0,158419.0,51.28392,1.07731
ACR,70.1188,70m 54ch,70.1188,Authorised Access Point '-' Pedestrian,Canterbury West'-'St Stephens crossing,614883.0,158833.0,51.28752,1.08204
ACR,70.1188,70m 54ch,70.1188,Authorised Access Point '-' Pedestrian,ST STEPHENS,614882.0,158833.0,51.28752,1.08202
ACR,70.1188,70m 54ch,70.1188,Authorised Access Point '-' Pedestrian,ST STEPHENS,614882.0,158833.0,51.28752,1.08202
ACR,70.1188,70m 54ch,70.1188,Authorised Access Point '-' Pedestrian,ST STEPHENS,614882.0,158833.0,51.28752,1.08202
ACR,70.1188,70m 54ch,70.1188,Authorised Access Point '-' Pedestrian,ST STEPHENS,614882.0,158833.0,51.28752,1.08202
ACR,70.1210,70m 55ch,70.121,Authorised Access Point '-' Pedestrian,Canterbury West'-'St Stephens Crossing,614897.0,158848.0,51.28765,1.08225
ACR,71.0132,71m 06ch,71.0132,Authorised Access Point '-' Pedestrian,PARK ALLEY,615368.0,159255.0,51.29113,1.08924
ACR,71.0132,71m 06ch,71.0132,Authorised Access Point '-' Pedestrian,PARK ALLEY,615368.0,159255.0,51.29113,1.08924
ACR,71.0616,71m 28ch,71.0616,Authorised Access Point '-' Pedestrian,FOLLY FARM,615706.0,159541.0,51.29357,1.09425
ACR,71.0616,71m 28ch,71.0616,Authorised Access Point '-' Pedestrian,FOLLY FARM,615706.0,159541.0,51.29357,1.09425
ACR,71.1298,71m 59ch,71.1298,Authorised Access Point '-' Pedestrian,SAND PIT,616215.0,159895.0,51.29655,1.10175
ACR,71.1298,71m 59ch,71.1298,Authorised Access Point '-' Pedestrian,SAND PIT,616215.0,159895.0,51.29655,1.10175
ACR,71.1675,71m 76ch,71.1675,Authorised Access Point '-' Pedestrian,Canterbury West'-'Broad Oak AHB,616541.0,160011.0,51.29747,1.10649
ACR,71.1694,71m 77ch,71.1694,Authorised Access Point '-' Pedestrian,BROAD OAK,616557.0,160015.0,51.2975,1.10673
ACR,71.1694,71m 77ch,71.1694,Authorised Access Point '-' Pedestrian,BROAD OAK,616557.0,160015.0,51.2975,1.10673
ACR,72.1056,72m 48ch,72.1056,Authorised Access Point '-' Pedestrian,MILNER COURT,617535.0,160324.0,51.2999,1.12092
ACR,72.1056,72m 48ch,72.1056,Authorised Access Point '-' Pedestrian,MILNER COURT,617535.0,160324.0,51.2999,1.12092
ACR,72.1254,72m 57ch,72.1254,Authorised Access Point '-' Pedestrian,STURRY,617707.0,160379.0,51.30033,1.12342
ACR,72.1254,72m 57ch,72.1254,Authorised Access Point '-' Pedestrian,STURRY,617707.0,160379.0,51.30033,1.12342
ACR,72.1255,72m 57ch,72.1255,Authorised Access Point '-' Pedestrian,Sturry Gate Box,617709.0,160379.0,51.30033,1.12345
ACR,72.1650,72m 75ch,72.165,Authorised Access Point '-' Pedestrian,STURRY FOOTPATH,618052.0,160489.0,51.30119,1.12843
ACR,72.1650,72m 75ch,72.165,Authorised Access Point '-' Pedestrian,STURRY FOOTPATH,618052.0,160489.0,51.30119,1.12843
ACR,74.0264,74m 12ch,74.0264,Authorised Access Point '-' Pedestrian,WESTBERE,619891.0,161135.0,51.30628,1.15517
ACR,74.0264,74m 12ch,74.0264,Authorised Access Point '-' Pedestrian,WESTBERE,619891.0,161135.0,51.30628,1.15517
ACR,74.1122,74m 51ch,74.1122,Authorised Access Point '-' Pedestrian,HOPLANDS,620584.0,161503.0,51.30931,1.16532
ACR,74.1122,74m 51ch,74.1122,Authorised Access Point '-' Pedestrian,HOPLANDS,620584.0,161503.0,51.30931,1.16532
ACR,76.0132,76m 06ch,76.0132,Authorised Access Point '-' Pedestrian,PORT FARM,622655.0,162520.0,51.31764,1.19563
ACR,76.0132,76m 06ch,76.0132,Authorised Access Point '-' Pedestrian,PORT FARM,622655.0,162520.0,51.31764,1.19563
ACR,76.0858,76m 39ch,76.0858,Authorised Access Point '-' Pedestrian,SHIPS MEADOW,623094.0,163017.0,51.32193,1.20223
ACR,76.0858,76m 39ch,76.0858,Authorised Access Point '-' Pedestrian,SHIPS MEADOW,623094.0,163017.0,51.32193,1.20223
ACR,76.1320,76m 60ch,76.132,Authorised Access Point '-' Pedestrian,Port Farm Crossing,622662.0,162524.0,51.31767,1.19573
ACR,76.1364,76m 62ch,76.1364,Authorised Access Point '-' Pedestrian,Grove Ferry AHB,623506.0,163216.0,51.32356,1.20826
ACR,76.1364,76m 62ch,76.1364,Authorised Access Point '-' Pedestrian,GROVE FERRY,623505.0,163215.0,51.32355,1.20824
ACR,76.1364,76m 62ch,76.1364,Authorised Access Point '-' Pedestrian,GROVE FERRY,623505.0,163215.0,51.32355,1.20824
ACR,77.0572,77m 26ch,77.0572,Authorised Access Point '-' Pedestrian,WALL END,624299.0,163567.0,51.32639,1.21984
ACR,77.0572,77m 26ch,77.0572,Authorised Access Point '-' Pedestrian,WALL END,624299.0,163567.0,51.32639,1.21984
ACR,77.1672,77m 76ch,77.1672,Authorised Access Point '-' Pedestrian,Cater,625123.0,164143.0,51.33124,1.23201
ACR,77.1672,77m 76ch,77.1672,Authorised Access Point '-' Pedestrian,Cater,625123.0,164143.0,51.33124,1.23201
ACR,78.0044,78m 02ch,78.0044,Authorised Access Point '-' Pedestrian,CUT END,625213.0,164223.0,51.33192,1.23335
ACR,78.0044,78m 02ch,78.0044,Authorised Access Point '-' Pedestrian,CUT END,625213.0,164223.0,51.33192,1.23335
ACR,78.0814,78m 37ch,78.0814,Authorised Access Point '-' Pedestrian,SARRE BRIDGE,625817.0,164577.0,51.33486,1.24223
ACR,78.0814,78m 37ch,78.0814,Authorised Access Point '-' Pedestrian,SARRE BRIDGE,625817.0,164577.0,51.33486,1.24223
ACR,79.0132,79m 06ch,79.0132,Authorised Access Point '-' Pedestrian,MILE DROVE,629791.0,164599.0,51.33347,1.2992
ACR,79.0132,79m 06ch,79.0132,Authorised Access Point '-' Pedestrian,MILE DROVE,629791.0,164599.0,51.33347,1.2992
ACR,79.0687,79m 31ch,79.0687,Authorised Access Point '-' Pedestrian,Monkton'-'Gore Street Bridge,627293.0,164524.0,51.3338,1.26336
ACR,79.0792,79m 36ch,79.0792,Authorised Access Point '-' Pedestrian,MONKTON COURT,627388.0,164509.0,51.33363,1.26471
ACR,79.0792,79m 36ch,79.0792,Authorised Access Point '-' Pedestrian,MONKTON COURT,627388.0,164509.0,51.33363,1.26471
ACR,79.1562,79m 71ch,79.1562,Authorised Access Point '-' Pedestrian,MONKTON PARSONAGE,628084.0,164402.0,51.33239,1.27461
ACR,79.1562,79m 71ch,79.1562,Authorised Access Point '-' Pedestrian,MONKTON PARSONAGE,628084.0,164402.0,51.33239,1.27461
ACR,80.0550,80m 25ch,80.055,Authorised Access Point '-' Pedestrian,STANNARDS,628761.0,164229.0,51.33056,1.28421
ACR,80.0550,80m 25ch,80.055,Authorised Access Point '-' Pedestrian,STANNARDS,628761.0,164229.0,51.33056,1.28421
ACR,80.0968,80m 44ch,80.0968,Authorised Access Point '-' Pedestrian,WALTERS HALL,629139.0,164242.0,51.33053,1.28963
ACR,80.0968,80m 44ch,80.0968,Authorised Access Point '-' Pedestrian,WALTERS HALL,629139.0,164242.0,51.33053,1.28963
ACR,80.1320,80m 60ch,80.132,Authorised Access Point '-' Pedestrian,SHERIFFS COURT,629456.0,164207.0,51.33008,1.29415
ACR,80.1320,80m 60ch,80.132,Authorised Access Point '-' Pedestrian,SHERIFFS COURT,629456.0,164207.0,51.33008,1.29415
ACR,81.0528,81m 24ch,81.0528,Authorised Access Point '-' Pedestrian,Hopes,630344.0,164632.0,51.33354,1.30715
ACR,81.0528,81m 24ch,81.0528,Authorised Access Point '-' Pedestrian,Hopes,630344.0,164632.0,51.33354,1.30715
ACR,81.1254,81m 57ch,81.1254,Authorised Access Point '-' Pedestrian,Minster Level Crossing LE,631008.0,164130.0,51.32876,1.31634
ACR,81.1265,81m 58ch,81.1265,Authorised Access Point '-' Vehicle,Minster'-'Station Rear,631018.0,164129.0,51.32875,1.31649
ACR,81.1266,81m 58ch,81.1266,Authorised Access Point '-' Pedestrian,Minster Level Crossing LE,631036.0,164124.0,51.3287,1.31674
ACR,81.1276,81m 58ch,81.1276,Authorised Access Point '-' Pedestrian,MINSTER,631027.0,164128.0,51.32874,1.31661
ACR,81.1276,81m 58ch,81.1276,Authorised Access Point '-' Pedestrian,MINSTER,631027.0,164128.0,51.32874,1.31661
ACR,81.1342,81m 61ch,81.1342,Authorised Access Point '-' Vehicle,Minster'-'Signalbox,631088.0,164126.0,51.3287,1.31749
ACR,81.1540,81m 70ch,81.154,Authorised Access Point '-' Pedestrian,Cheesmans Close,631354.0,164334.0,51.33045,1.32143
ACR,82.0000,82m 00ch,82.0,Authorised Access Point '-' Pedestrian,DURLOCK MAIN,613469.0,164107.0,51.33541,1.06494
ACR,82.0000,82m 00ch,82.0,Authorised Access Point '-' Pedestrian,DURLOCK MAIN,613469.0,164107.0,51.33541,1.06494
ACR,82.0770,82m 35ch,82.077,Authorised Access Point '-' Pedestrian,ROUGH,632173.0,164072.0,51.32777,1.333
ACR,82.0770,82m 35ch,82.077,Authorised Access Point '-' Pedestrian,ROUGH,632173.0,164072.0,51.32777,1.333
ACR,83.0220,83m 10ch,83.022,Authorised Access Point '-' Pedestrian,SEVENSCORE,633278.0,164033.0,51.32697,1.34881
ACR,83.0220,83m 10ch,83.022,Authorised Access Point '-' Pedestrian,SEVENSCORE,633278.0,164033.0,51.32697,1.34881
ACR,83.0228,83m 10ch,83.0228,Authorised Access Point '-' Pedestrian,Minster/Ramsgate'-'Sevenscore AHB,633286.0,164034.0,51.32697,1.34892
ACR,83.0955,83m 43ch,83.0955,Authorised Access Point '-' Pedestrian,Cliffsend TPH Ramsgate TP Hut,633920.0,164240.0,51.32856,1.35814
ACR,84.0086,84m 04ch,84.0086,Authorised Access Point '-' Pedestrian,Minster/Ramsgate'-'Cliffsend AHB,634619.0,164649.0,51.33195,1.36843
ACR,84.0088,84m 04ch,84.0088,Authorised Access Point '-' Pedestrian,CLIFFSEND,634630.0,164649.0,51.33194,1.36859
ACR,84.0088,84m 04ch,84.0088,Authorised Access Point '-' Pedestrian,CLIFFSEND,634630.0,164649.0,51.33194,1.36859
ACR,84.1127,84m 51ch,84.1127,Authorised Access Point '-' Pedestrian,Minster/Ramsgate'-'Bridge 1959B,635438.0,165129.0,51.33592,1.38048
ACR,85.0473,85m 22ch,85.0473,Authorised Access Point '-' Pedestrian,Ramsgate Substation,636374.0,165470.0,51.33859,1.39412
ACR,85.0740,85m 34ch,85.074,Authorised Access Point '-' Pedestrian,Minster/Ramsgate'-'Manston Road,636620.0,165533.0,51.33905,1.39769
ACW,0.0000,0m 00ch,0.0,Authorised Access Point '-' Pedestrian,Acton Lane Bridge <ACW>,520968.5,183270.0,51.53488,-0.2557
ACW,0.0050,0m 02ch,0.005,Authorised Access Point '-' Pedestrian,Action Lane <ACW>,521026.2,183236.9,51.53457,-0.25488
ACW,0.0318,0m 14ch,0.0318,Authorised Access Point '-' Pedestrian,Euro Terminal <ACW> & ACTON LANE FS,521155.3,183042.6,51.53279,-0.25308
ACW,0.0322,0m 15ch,0.0322,Authorised Access Point '-' Vehicle,EUROTERMINAL WILLESDEN NO7 JNC,521156.9,183038.9,51.53276,-0.25306
ACW,0.0687,0m 31ch,0.0687,Authorised Access Point '-' Pedestrian,ACTON CANAL WHARF SB,521166.8,182713.5,51.52983,-0.25303
AFL,0.0565,0m 26ch,0.0565,Authorised Access Point '-' Vehicle,AINTREE,336429.0,397576.0,53.47082,-2.95782
AFL,0.0600,0m 27ch,0.06,Authorised Access Point '-' Vehicle,AINTREE STATION,336429.0,397576.0,53.47082,-2.95782
AFR,112.0974,112m 44ch,112.0974,Authorised Access Point '-' Vehicle,"Blue Bridge, Filton Tip",361262.0,179803.0,51.51534,-2.55832
AFR,112.1556,112m 71ch,112.1556,Authorised Access Point '-' Vehicle,FILTON WEST RELAY ROOMS,360625.0,179896.0,51.51613,-2.56752
AFR,114.0330,114m 15ch,114.033,Authorised Access Point '-' Pedestrian,Charlton Tunnel North,358655.0,179782.0,51.51497,-2.59589
AFR,114.1441,114m 66ch,114.1441,Authorised Access Point '-' Pedestrian,Fishpool Overbridge,357669.0,179587.0,51.51314,-2.61008
AFR,115.0757,115m 34ch,115.0757,Authorised Access Point '-' Vehicle,Former Site of Henbury Station,356745.0,179746.0,51.5145,-2.62342
AFR,116.0198,116m 09ch,116.0198,Authorised Access Point '-' Pedestrian,Hallen Fuel Depot,355652.0,179447.0,51.51173,-2.63913
AFR,118.0484,118m 22ch,118.0484,Authorised Access Point '-' Pedestrian,ROCKINGHAM BRIDGE,352664.0,181043.0,51.52583,-2.6824
AFR,119.0110,119m 05ch,119.011,Authorised Access Point '-' Vehicle,Bristol Bulk Handling Centre,351910.0,180148.0,51.51772,-2.69315
