elr,mileage_from_ch,mileage_to_ch,diagram_doc,diagram_page
TSN1,9600,9796,IMDM Derby.pdf,328
TSN1,9834,9995,IMDM Derby.pdf,362
TSN1,15,9693,IMDM Derby.pdf,753
TSN2,0,9914,IMDM Derby.pdf,3
TYB1,5732,5759,IMDM Sheffield.pdf,4
TYB1,5759,5808,IMDM Sheffield.pdf,7
TYB1,5326,5492,IMDM Sheffield.pdf,205
ULR,4686,24572,IMDM Middlesbrough.pdf,549
VOG,0,1438,WALES Feb 26.pdf,228
VOG,1408,1411,WALES Feb 26.pdf,229
VOG,1099,1136,WALES Feb 26.pdf,232
VOG,1043,1043,WALES Feb 26.pdf,233
VOG,829,935,WALES Feb 26.pdf,234
VOG,781,781,WALES Feb 26.pdf,235
VOG,523,523,WALES Feb 26.pdf,237
VOG,428,461,WALES Feb 26.pdf,238
VOG,405,422,WALES Feb 26.pdf,239
VOG,306,339,WALES Feb 26.pdf,240
VOG,221,263,WALES Feb 26.pdf,241
VOG,89,107,WALES Feb 26.pdf,242
VOG,77,77,WALES Feb 26.pdf,243
VOG,3,673,WALES Feb 26.pdf,244
VON,178,3547,WALES Feb 26.pdf,213
VON,3657,3710,WALES Feb 26.pdf,214
VON,163,3347,WALES Feb 26.pdf,215
VOT,2346,2346,WALES Feb 26.pdf,467
VOT,1457,1457,WALES Feb 26.pdf,472
WAG1,204,4672,IMDM Doncaster.pdf,2
WAG1,0,4802,IMDM Doncaster.pdf,212
WAG1,25,3839,IMDM Leeds.pdf,3
WAG1,4583,4636,IMDM Leeds.pdf,11
WAG1,3928,14554,IMDM Leeds.pdf,188
WAG1,4242,4417,IMDM Leeds.pdf,204
WAG1,4296,4417,IMDM Leeds.pdf,207
WAG1,15,5480,IMDM York.pdf,1
WAG1,204,4672,IMDM York.pdf,2
WAG1,3928,14554,IMDM York.pdf,188
WAG1,0,4802,IMDM York.pdf,212
WAG1,5568,5640,IMDM York.pdf,220
WAG1,27,4925,IMDM York.pdf,231
WAG1,4,4736,IMDM York.pdf,235
WAG2,436,630,IMDM Doncaster.pdf,233
WAG2,5,543,IMDM York.pdf,1
WAG2,543,543,IMDM York.pdf,2
WAH,9770,9774,Western Route 2025.pdf,392
WAH,10101,10123,Western Route 2025.pdf,394
WAH,10236,10310,Western Route 2025.pdf,395
WAH,10373,10419,Western Route 2025.pdf,396
WAH,10666,10666,Western Route 2025.pdf,397
WAH,10878,10898,Western Route 2025.pdf,398
WAH,11416,11416,Western Route 2025.pdf,400
WAH,11849,11849,Western Route 2025.pdf,401
WBB,2189,2189,Thames Valley Track Diagrams.pdf,77
WBB,2014,2014,Thames Valley Track Diagrams.pdf,78
WBB,2280,2280,Western Route 2025.pdf,207
WBC,5521,5719,IMDM Sheffield.pdf,1
WBS1,121,160,NW6009 - Windsor Bridge North Jn to Southport - V2.3.pdf,1
WBS1,265,284,NW6009 - Windsor Bridge North Jn to Southport - V2.3.pdf,3
WBS1,344,367,NW6009 - Windsor Bridge North Jn to Southport - V2.3.pdf,4
WBS1,435,435,NW6009 - Windsor Bridge North Jn to Southport - V2.3.pdf,5
WBS1,506,506,NW6009 - Windsor Bridge North Jn to Southport - V2.3.pdf,6
WBS1,571,593,NW6009 - Windsor Bridge North Jn to Southport - V2.3.pdf,7
WBS1,650,719,NW6009 - Windsor Bridge North Jn to Southport - V2.3.pdf,8
WBS1,827,827,NW6009 - Windsor Bridge North Jn to Southport - V2.3.pdf,10
WBS1,908,908,NW6009 - Windsor Bridge North Jn to Southport - V2.3.pdf,11
WBS1,981,981,NW6009 - Windsor Bridge North Jn to Southport - V2.3.pdf,12
WBS1,1092,1092,NW6009 - Windsor Bridge North Jn to Southport - V2.3.pdf,13
WBS1,1136,1190,NW6009 - Windsor Bridge North Jn to Southport - V2.3.pdf,14
WBS2,1201,1274,NW6009 - Windsor Bridge North Jn to Southport - V2.3.pdf,15
WBS2,1307,1347,NW6009 - Windsor Bridge North Jn to Southport - V2.3.pdf,16
WBS2,1380,1439,NW6009 - Windsor Bridge North Jn to Southport - V2.3.pdf,17
WBS2,1444,1464,NW6009 - Windsor Bridge North Jn to Southport - V2.3.pdf,18
WBS3,1610,1610,NW6009 - Windsor Bridge North Jn to Southport - V2.3.pdf,20
WBS3,1841,1905,NW6009 - Windsor Bridge North Jn to Southport - V2.3.pdf,23
WBS3,1931,1984,NW6009 - Windsor Bridge North Jn to Southport - V2.3.pdf,24
WBS3,2030,2060,NW6009 - Windsor Bridge North Jn to Southport - V2.3.pdf,25
WBS3,2111,2148,NW6009 - Windsor Bridge North Jn to Southport - V2.3.pdf,26
WBS3,2216,2223,NW6009 - Windsor Bridge North Jn to Southport - V2.3.pdf,27
WBS3,2282,2282,NW6009 - Windsor Bridge North Jn to Southport - V2.3.pdf,28
WBS3,2570,2639,NW6009 - Windsor Bridge North Jn to Southport - V2.3.pdf,32
WBS3,2725,2798,NW6009 - Windsor Bridge North Jn to Southport - V2.3.pdf,34
WBS3,2801,2822,NW6009 - Windsor Bridge North Jn to Southport - V2.3.pdf,35
WCI,1584,1776,IMDM Middlesbrough.pdf,244
WCM1,37,110,"NW4001 Inc. NW9911, NW4025 & NW4027  Preston Ribble Jn to Cove LC- V3.6.pdf",1
WCM1,111,187,"NW4001 Inc. NW9911, NW4025 & NW4027  Preston Ribble Jn to Cove LC- V3.6.pdf",2
WCM1,191,260,"NW4001 Inc. NW9911, NW4025 & NW4027  Preston Ribble Jn to Cove LC- V3.6.pdf",3
WCM1,311,312,"NW4001 Inc. NW9911, NW4025 & NW4027  Preston Ribble Jn to Cove LC- V3.6.pdf",4
WCM1,361,419,"NW4001 Inc. NW9911, NW4025 & NW4027  Preston Ribble Jn to Cove LC- V3.6.pdf",5
WCM1,440,506,"NW4001 Inc. NW9911, NW4025 & NW4027  Preston Ribble Jn to Cove LC- V3.6.pdf",6
WCM1,520,581,"NW4001 Inc. NW9911, NW4025 & NW4027  Preston Ribble Jn to Cove LC- V3.6.pdf",7
WCM1,605,635,"NW4001 Inc. NW9911, NW4025 & NW4027  Preston Ribble Jn to Cove LC- V3.6.pdf",8
WCM1,671,737,"NW4001 Inc. NW9911, NW4025 & NW4027  Preston Ribble Jn to Cove LC- V3.6.pdf",9
WCM1,781,830,"NW4001 Inc. NW9911, NW4025 & NW4027  Preston Ribble Jn to Cove LC- V3.6.pdf",10
WCM1,853,877,"NW4001 Inc. NW9911, NW4025 & NW4027  Preston Ribble Jn to Cove LC- V3.6.pdf",11
WCM1,925,936,"NW4001 Inc. NW9911, NW4025 & NW4027  Preston Ribble Jn to Cove LC- V3.6.pdf",12
WCM1,1150,1150,"NW4001 Inc. NW9911, NW4025 & NW4027  Preston Ribble Jn to Cove LC- V3.6.pdf",14
WCM1,200,279,NW4029  Mossband Jn. to Bush-on-Esk - V1.1.pdf,3
WCM1,9262,9301,NW4031 - Gretna Jn. to Gretna Green.pdf,116
WDB1,1134,1135,WALES Feb 26.pdf,503
WDB1,657,696,WALES Feb 26.pdf,504
WDB1,540,609,WALES Feb 26.pdf,505
WDB1,16187,16496,WALES Feb 26.pdf,507
WDB1,16134,16134,WALES Feb 26.pdf,508
WDB1,16068,16123,WALES Feb 26.pdf,509
WDB3,54,54,NW3007 - Bidston West Jn to Route Boundary - V1.pdf,1
WDB3,872,872,NW3007 - Bidston West Jn to Route Boundary - V1.pdf,11
WDB3,947,961,NW3007 - Bidston West Jn to Route Boundary - V1.pdf,12
WDB3,872,880,WALES Feb 26.pdf,501
WDB3,1028,1117,WALES Feb 26.pdf,502
WEB,3527,7418,IMDM Derby.pdf,7
WEB,6547,6695,IMDM Derby.pdf,76
WEB,6745,6938,IMDM Derby.pdf,103
WEB,7014,7108,IMDM Derby.pdf,152
WEB,7180,7334,IMDM Derby.pdf,185
WEB,29,6476,IMDM Peterborough.pdf,1
WEF1,155,654,Euston to Shilton Live.pdf,21
WEY,11226,11302,Western Route 2025.pdf,313
WEY,10960,11199,Western Route 2025.pdf,314
WEY,10400,10561,Western Route 2025.pdf,316
WEY,9232,10385,Western Route 2025.pdf,317
WEY,10189,10189,Western Route 2025.pdf,318
WEY,9919,9919,Western Route 2025.pdf,319
WEY,9624,10263,Western Route 2025.pdf,320
WEY,9419,9508,Western Route 2025.pdf,321
WEY,9190,9233,Western Route 2025.pdf,323
WEY,9014,9053,Western Route 2025.pdf,324
WEY,7625,8739,Western Route 2025.pdf,327
WEY,8529,8555,Western Route 2025.pdf,328
WEY,8442,8461,Western Route 2025.pdf,329
WEY,8316,8393,Western Route 2025.pdf,330
WEY,8149,8149,Western Route 2025.pdf,331
WEY,8013,8045,Western Route 2025.pdf,332
WEY,7932,7932,Western Route 2025.pdf,333
WEY,7764,7800,Western Route 2025.pdf,334
WHM,9803,9834,IMDM Derby.pdf,2
WHM,9803,9886,IMDM Derby.pdf,362
WHR,11090,11277,IMDM Doncaster.pdf,805
WIN,1699,1699,Thames Valley Track Diagrams.pdf,73
WIN,1481,1507,Thames Valley Track Diagrams.pdf,74
WIN,1685,1685,Western Route 2025.pdf,203
WIN,1556,1556,Western Route 2025.pdf,204
WJL1,13962,13973,NW2001 (inc. NW3021 & NW2003) - Weaver Jn - Liverpool Lime St - V1.4.pdf,174
WJL1,14002,14022,NW2001 (inc. NW3021 & NW2003) - Weaver Jn - Liverpool Lime St - V1.4.pdf,175
WJL1,14117,14150,NW2001 (inc. NW3021 & NW2003) - Weaver Jn - Liverpool Lime St - V1.4.pdf,176
WJL1,14180,14237,NW2001 (inc. NW3021 & NW2003) - Weaver Jn - Liverpool Lime St - V1.4.pdf,177
WJL1,14241,14292,NW2001 (inc. NW3021 & NW2003) - Weaver Jn - Liverpool Lime St - V1.4.pdf,178
WJL1,14328,14399,NW2001 (inc. NW3021 & NW2003) - Weaver Jn - Liverpool Lime St - V1.4.pdf,179
WJL1,14402,14478,NW2001 (inc. NW3021 & NW2003) - Weaver Jn - Liverpool Lime St - V1.4.pdf,180
WJL1,14511,14551,NW2001 (inc. NW3021 & NW2003) - Weaver Jn - Liverpool Lime St - V1.4.pdf,181
WJL1,14563,14641,NW2001 (inc. NW3021 & NW2003) - Weaver Jn - Liverpool Lime St - V1.4.pdf,182
WJL2,14641,14699,NW2001 (inc. NW3021 & NW2003) - Weaver Jn - Liverpool Lime St - V1.4.pdf,183
WJL2,14735,14792,NW2001 (inc. NW3021 & NW2003) - Weaver Jn - Liverpool Lime St - V1.4.pdf,184
WJL2,14804,14861,NW2001 (inc. NW3021 & NW2003) - Weaver Jn - Liverpool Lime St - V1.4.pdf,185
WJL2,14902,14956,NW2001 (inc. NW3021 & NW2003) - Weaver Jn - Liverpool Lime St - V1.4.pdf,186
WJL2,1809,1867,NW2005 (inc. NW2007) - Speke East Jn. to Garston IMT - V1.1.pdf,23
WJL3,14968,15035,NW2001 (inc. NW3021 & NW2003) - Weaver Jn - Liverpool Lime St - V1.4.pdf,187
WJL3,15041,15115,NW2001 (inc. NW3021 & NW2003) - Weaver Jn - Liverpool Lime St - V1.4.pdf,188
WJL3,15129,15182,NW2001 (inc. NW3021 & NW2003) - Weaver Jn - Liverpool Lime St - V1.4.pdf,189
WJL3,15208,15281,NW2001 (inc. NW3021 & NW2003) - Weaver Jn - Liverpool Lime St - V1.4.pdf,190
WJL3,15282,15357,NW2001 (inc. NW3021 & NW2003) - Weaver Jn - Liverpool Lime St - V1.4.pdf,191
WJL3,1873,1924,NW2005 (inc. NW2007) - Speke East Jn. to Garston IMT - V1.1.pdf,24
WJL3,-18,0,NW6003 - Castlefield Jn to Allerton Jn - V1.3.pdf,32
WJL4,15361,15388,NW2001 (inc. NW3021 & NW2003) - Weaver Jn - Liverpool Lime St - V1.4.pdf,192
WJL4,15440,15485,NW2001 (inc. NW3021 & NW2003) - Weaver Jn - Liverpool Lime St - V1.4.pdf,193
WKC,1038,1129,IMDM Sheffield.pdf,656
WKL1,1439,1502,NW6015 - Wigan Wallgate Jn to Headbolt Lane - V1.6.pdf,18
WKL2,1939,1955,NW6015 - Wigan Wallgate Jn to Headbolt Lane - V1.6.pdf,24
WKL2,1961,1961,NW6015 - Wigan Wallgate Jn to Headbolt Lane - V1.6.pdf,25
WKL2,2331,2337,NW8009 - Walton Jn to Headbolt Lane - V2.4.pdf,29
WME,817,13377,IMDM Doncaster.pdf,1
WME,817,13377,IMDM Doncaster.pdf,706
WME,11,13377,IMDM Sheffield.pdf,1
WME,817,13377,IMDM Sheffield.pdf,6
WME,3341,12753,IMDM Sheffield.pdf,11
WME,597,623,IMDM Sheffield.pdf,167
WME,334,13083,IMDM Sheffield.pdf,421
WME,3328,3411,IMDM Sheffield.pdf,878
WNS,384,1154,IMDM Bedford.pdf,1
WNS,143,952,IMDM Bedford.pdf,2
WNS,569,717,IMDM Bedford.pdf,214
WNS,7619,7795,IMDM Bedford.pdf,771
WOW1,77,4186,Euston to Shilton Live.pdf,41
WRG,3273,14825,IMDM Leeds.pdf,318
WSJ2,15165,15227,NW3005 - Gobowen (Excl.) to Saltney Jn - V1.2.pdf,190
WSJ2,15267,15286,NW3005 - Gobowen (Excl.) to Saltney Jn - V1.2.pdf,191
WSJ2,15344,15363,NW3005 - Gobowen (Excl.) to Saltney Jn - V1.2.pdf,192
WSJ2,15414,15414,NW3005 - Gobowen (Excl.) to Saltney Jn - V1.2.pdf,193
WSJ2,15549,15549,NW3005 - Gobowen (Excl.) to Saltney Jn - V1.2.pdf,194
WSJ2,15565,15629,NW3005 - Gobowen (Excl.) to Saltney Jn - V1.2.pdf,195
WSJ2,15657,15716,NW3005 - Gobowen (Excl.) to Saltney Jn - V1.2.pdf,196
WSJ2,15739,15798,NW3005 - Gobowen (Excl.) to Saltney Jn - V1.2.pdf,197
WSJ2,15825,15876,NW3005 - Gobowen (Excl.) to Saltney Jn - V1.2.pdf,198
WSJ2,15897,15944,NW3005 - Gobowen (Excl.) to Saltney Jn - V1.2.pdf,199
WSJ2,15968,16010,NW3005 - Gobowen (Excl.) to Saltney Jn - V1.2.pdf,200
WSJ2,16053,16118,NW3005 - Gobowen (Excl.) to Saltney Jn - V1.2.pdf,201
WSJ2,16130,16190,NW3005 - Gobowen (Excl.) to Saltney Jn - V1.2.pdf,202
WSJ2,16211,16246,NW3005 - Gobowen (Excl.) to Saltney Jn - V1.2.pdf,203
WSJ2,16297,16334,NW3005 - Gobowen (Excl.) to Saltney Jn - V1.2.pdf,204
WSJ2,16398,16407,NW3005 - Gobowen (Excl.) to Saltney Jn - V1.2.pdf,205
WSJ2,16477,16517,NW3005 - Gobowen (Excl.) to Saltney Jn - V1.2.pdf,206
WSJ2,16522,16578,NW3005 - Gobowen (Excl.) to Saltney Jn - V1.2.pdf,207
WSJ2,16614,16645,NW3005 - Gobowen (Excl.) to Saltney Jn - V1.2.pdf,208
WSJ2,16681,16747,NW3005 - Gobowen (Excl.) to Saltney Jn - V1.2.pdf,209
WSJ2,16766,16825,NW3005 - Gobowen (Excl.) to Saltney Jn - V1.2.pdf,210
WSJ2,16863,16912,NW3005 - Gobowen (Excl.) to Saltney Jn - V1.2.pdf,211
WSJ2,16942,16962,NW3005 - Gobowen (Excl.) to Saltney Jn - V1.2.pdf,212
WSJ2,988,11468,Rugby to Crewe Live.pdf,49
WSJ2,16043,16043,WALES Feb 26.pdf,510
WSJ2,15395,15395,WALES Feb 26.pdf,511
WSJ2,15240,15240,WALES Feb 26.pdf,512
WSJ2,15027,15146,WALES Feb 26.pdf,513
WSJ2,14383,14586,WALES Feb 26.pdf,514
WSJ2,13686,13694,WALES Feb 26.pdf,517
WSJ2,13663,13663,WALES Feb 26.pdf,518
WSJ2,12905,13424,WALES Feb 26.pdf,519
WSM,11002,11100,Western Route 2025.pdf,416
WSM,10886,10990,Western Route 2025.pdf,417
WVL,1107,1117,WALES Feb 26.pdf,259
WVL,845,850,WALES Feb 26.pdf,260
WVL,672,707,WALES Feb 26.pdf,261
WVL,566,583,WALES Feb 26.pdf,262
WVL,488,531,WALES Feb 26.pdf,263
WVL,468,468,WALES Feb 26.pdf,264
WVL,301,301,WALES Feb 26.pdf,266
WVL,181,188,WALES Feb 26.pdf,267
WVL,86,93,WALES Feb 26.pdf,268
WWK,3762,14061,IMDM Leeds.pdf,3
YAT,8574,9701,Western Route 2025.pdf,352
YDS,1185,1265,IMDM Doncaster.pdf,50
YMS,41,214,IMDM Darlington.pdf,542
YMS,1187,2609,IMDM York.pdf,1
YMS,846,1008,IMDM York.pdf,3
YMS,3255,3366,IMDM York.pdf,5
YMS,1250,1250,IMDM York.pdf,10
YMS,3106,4037,IMDM York.pdf,11
YMS,2994,2994,IMDM York.pdf,18
YMS,741,788,IMDM York.pdf,111
YMS,258,329,IMDM York.pdf,581
YMS,471,632,IMDM York.pdf,609
YMS,846,1008,IMDM York.pdf,641
YMS,1532,1532,IMDM York.pdf,701
YMS,1686,1802,IMDM York.pdf,715
YMS,2156,2156,IMDM York.pdf,758
