id,signal_box_name,signal_prefix,workstation_name,signalling_method,eco_name,eco_type,elr,lor,mileage_from_raw,mileage_from_ch,mileage_to_raw,mileage_to_ch,source_doc,source_page,loaded_at
17940,Dunblane SB,DB,,AB,Cathcart,AC,SCM4,SC119,123m 19ch,9859,126m 27ch,10107,Scotland Sectional Appendix March 2026.pdf,526,2026-04-28T02:43:11.032224
17941,Dunblane SB,DB,,,,,SCM4,SC119,128m 01ch,10241,131m 07ch,10487,Scotland Sectional Appendix March 2026.pdf,527,2026-04-28T02:43:11.092848
17942,Greenloaning SB,GL,,,,,SCM4,SC119,132m 20ch,10580,133m 28ch,10668,Scotland Sectional Appendix March 2026.pdf,528,2026-04-28T02:43:11.164297
17943,Blackford SB,BK,,,,,SCM4,SC119,135m 50ch,10850,137m 44ch,11004,Scotland Sectional Appendix March 2026.pdf,529,2026-04-28T02:43:11.229272
17944,Auchterarder SB,AR,,,,,SCM4,SC119,140m 24ch,11224,142m 70ch,11430,Scotland Sectional Appendix March 2026.pdf,530,2026-04-28T02:43:11.290381
17945,Auchterarder SB,AR,,,,,SCM4,SC119,144m 44ch,11564,147m 39ch,11799,Scotland Sectional Appendix March 2026.pdf,531,2026-04-28T02:43:11.360447
17946,Auchterarder SB,AR,,,,,SCM4,SC119,149m 17ch,11937,149m 29ch,11949,Scotland Sectional Appendix March 2026.pdf,532,2026-04-28T02:43:11.427973
17947,Perth SB,P,,,,,HGL,SC119,150m 61ch,12061,151m 03ch,12083,Scotland Sectional Appendix March 2026.pdf,533,2026-04-28T02:43:11.504973
17948,Perth SB,P,,,,,SCM5,SC119,20m 64ch,1664,20m 64ch,1664,Scotland Sectional Appendix March 2026.pdf,534,2026-04-28T02:43:11.570553
17949,Barnhill SB,BH,,,,,SCM5,SC119,14m 21ch,1141,18m 51ch,1491,Scotland Sectional Appendix March 2026.pdf,535,2026-04-28T02:43:11.640749
17950,Barnhill SB,BH,,,,,SCM5,SC119,9m 17ch,737,12m 35ch,995,Scotland Sectional Appendix March 2026.pdf,536,2026-04-28T02:43:11.723100
17951,Errol SB,ER,,,,,SCM5,SC119,5m 10ch,410,8m 11ch,651,Scotland Sectional Appendix March 2026.pdf,537,2026-04-28T02:43:11.797103
17952,Edinburgh SC,EN,,TCB,Cathcart,AC,NEM1,SC123,22m 55ch,1815,25m 18ch,2018,Scotland Sectional Appendix March 2026.pdf,558,2026-04-28T02:43:12.326606
17953,Edinburgh SC,EN,,TCB,Cathcart,AC,NEM1,SC123,11m 70ch,950,20m 29ch,1629,Scotland Sectional Appendix March 2026.pdf,559,2026-04-28T02:43:12.391174
17954,Y a k e r S C (Y S ),,,TCB,Cathca rt,AC,NEM2,SC123,9m 50ch,770,11m 56ch,936,Scotland Sectional Appendix March 2026.pdf,560,2026-04-28T02:43:12.467288
17955,Yoker SC,YS,,TCB,Cathcart,AC,GNE,SC123,4m 30ch,350,8m 51ch,691,Scotland Sectional Appendix March 2026.pdf,561,2026-04-28T02:43:12.491110
17956,Yoker SC,YS,,TCB,Cathcart,AC,NEM2,SC123,3m 17ch,257,3m 17ch,257,Scotland Sectional Appendix March 2026.pdf,562,2026-04-28T02:43:12.557456
17957,Yoker SC,YS,,TCB,Cathcart,AC,NEM2,SC123,1m 63ch,143,2m 36ch,196,Scotland Sectional Appendix March 2026.pdf,563,2026-04-28T02:43:12.624847
17958,Yoker SC (YS & YF),,,TCB,Cathcart,AC,NEM2,SC123,0m 28ch,28,0m 69ch,69,Scotland Sectional Appendix March 2026.pdf,564,2026-04-28T02:43:12.701885
17959,Yoker SC,YF,,TCB,Cathcart,AC,NEM3,SC123,0m 00ch,0,1m 20ch,100,Scotland Sectional Appendix March 2026.pdf,565,2026-04-28T02:43:12.773457
17960,Yoker SC,YF,,TCB,Cathcart,AC,NEM3,SC123,1m 27ch,107,2m 53ch,213,Scotland Sectional Appendix March 2026.pdf,566,2026-04-28T02:43:12.799503
17961,Yoker SC (YF & YH),,,TCB,Cathcart,AC,NEM3,SC123,2m 79ch,239,3m 55ch,295,Scotland Sectional Appendix March 2026.pdf,567,2026-04-28T02:43:12.865490
17962,Yoker SC,YH,,TCB,Cathcart,AC,NEM3,SC123,4m 02ch,322,4m 26ch,346,Scotland Sectional Appendix March 2026.pdf,568,2026-04-28T02:43:12.935469
17963,Yoker SC,YH,,TCB,Cathcart,AC,NEM5,SC123,0m 00ch,0,6m 19ch,499,Scotland Sectional Appendix March 2026.pdf,569,2026-04-28T02:43:13.010900
17964,Yoker SC (YH & YY),,,TCB,Cathcart,AC,NEM5,SC123,7m 20ch,580,9m 05ch,725,Scotland Sectional Appendix March 2026.pdf,570,2026-04-28T02:43:13.074027
17965,Yoker SC f,Y,,TCB,Cathcart,AC,NEM5,SC123,9m 71ch,791,10m 13ch,813,Scotland Sectional Appendix March 2026.pdf,571,2026-04-28T02:43:13.141054
17966,Yo k er S C & Y D ),,,TCB,,,NEM6,SC123,11m 17ch,897,115m 59ch,9259,Scotland Sectional Appendix March 2026.pdf,572,2026-04-28T02:43:13.212200
17967,Yorker SC,YD,,TCB,Cathcart,AC,NEM7,SC123,15m 51ch,1251,16m 08ch,1288,Scotland Sectional Appendix March 2026.pdf,573,2026-04-28T02:43:13.238380
17968,Yoker SC (YD & YC),,,TCB,Cathcart,AC,NEM7,SC123,16m 38ch,1318,19m 57ch,1577,Scotland Sectional Appendix March 2026.pdf,574,2026-04-28T02:43:13.318044
17969,Y o k e r S C (Y C ),,,TCB,Cathca rt,AC,NEM7,SC123,20m 07ch,1607,22m 76ch,1836,Scotland Sectional Appendix March 2026.pdf,575,2026-04-28T02:43:13.392981
17970,Yoker SC,YC,,TCB,Cathcart,AC,NEM7,SC123,23m 18ch,1858,24m 31ch,1951,Scotland Sectional Appendix March 2026.pdf,576,2026-04-28T02:43:13.455991
17971,Yaker SC (YH and YY),,,TCB,Cathcart,AC,YKR,SC125,0m 00ch,0,1m 58ch,138,Scotland Sectional Appendix March 2026.pdf,577,2026-04-28T02:43:13.520489
17972,Yoker SC f,Y,,TCB,Cathcart,AC,YKR,SC125,2m 04ch,164,2m 04ch,164,Scotland Sectional Appendix March 2026.pdf,578,2026-04-28T02:43:13.541642
17973,Yoker SC f,Y,,TCB,Cathcart,AC,YKR,SC125,2m 56ch,216,4m 20ch,340,Scotland Sectional Appendix March 2026.pdf,579,2026-04-28T02:43:13.607406
17974,Yoker SC f,Y,,TCB,Cathcart,AC,YKR,SC125,4m 36ch,356,4m 73ch,393,Scotland Sectional Appendix March 2026.pdf,580,2026-04-28T02:43:13.671093
17975,Yaker SC,YS,,TCB,Cathcart,AC,SGN,SC129,1m 11ch,91,2m 58ch,218,Scotland Sectional Appendix March 2026.pdf,583,2026-04-28T02:43:13.833865
17976,Yoker SC,YF,East Workstation,TCB,,,HST,SC131,0m 04ch,4,2m 35ch,195,Scotland Sectional Appendix March 2026.pdf,584,2026-04-28T02:43:13.897450
17977,Yoker SC,YH,,TCB,Cathcart,AC,MGE,SC133,6m 19ch,499,9m 35ch,755,Scotland Sectional Appendix March 2026.pdf,585,2026-04-28T02:43:13.966067
17978,Yoker SC,YD,,TCB,Cathcart,AC,BCH,SC135,16m 39ch,1319,20m 38ch,1638,Scotland Sectional Appendix March 2026.pdf,586,2026-04-28T02:43:14.031011
17979,Yoker SC,YH,,TCB,Cathcart,AC,HYD,SC136,0m 00ch,0,0m 16ch,16,Scotland Sectional Appendix March 2026.pdf,587,2026-04-28T02:43:14.089605
17980,Fort William Jn SB,,,,,,WHL,SC141,98m 33ch,7873,98m 65ch,7905,Scotland Sectional Appendix March 2026.pdf,625,2026-04-28T02:43:15.987622
17981,Fort William Jn SB,,,,,,WHL,SC141,99m 37ch,7957,99m 37ch,7957,Scotland Sectional Appendix March 2026.pdf,626,2026-04-28T02:43:16.056989
17982,Fort William Jn. SB,,,,,,MLG2,SC145,0m 00ch,0,0m 27ch,27,Scotland Sectional Appendix March 2026.pdf,636,2026-04-28T02:43:16.662301
17983,Tweedmouth SB,TW,,TCB,Cathcart,AC,ECM8,SC147,67m 00ch,5360,67m 00ch,5360,Scotland Sectional Appendix March 2026.pdf,664,2026-04-28T02:43:18.185050
17984,Tweedmouth SB,TW,,TCB,Cathcart,AC,ECM8,SC147,46m 22ch,3702,69m 67ch,5587,Scotland Sectional Appendix March 2026.pdf,665,2026-04-28T02:43:18.259772
17985,Edinburgh SC,EG,,TCB,Cathcart,AC,ECM8,SC147,41m 14ch,3294,41m 14ch,3294,Scotland Sectional Appendix March 2026.pdf,666,2026-04-28T02:43:18.333470
17986,Edinburgh SC,EG,,TCB,Cathcart,AC,ECM8,SC147,,,,,Scotland Sectional Appendix March 2026.pdf,667,2026-04-28T02:43:18.403960
17987,Edinburgh SC (ED),EG,,TCB,Cathcart,AC,ECM8,SC147,32m 65ch,2625,34m 40ch,2760,Scotland Sectional Appendix March 2026.pdf,668,2026-04-28T02:43:18.475989
17988,Edinburgh SC,ED,,TCB,Cathcart,AC,ECM8,SC147,31m 20ch,2500,31m 20ch,2500,Scotland Sectional Appendix March 2026.pdf,669,2026-04-28T02:43:18.542134
17989,Edinburgh SC,ED,,TCB,Cathcart,AC,ECM8,SC147,24m 20ch,1940,29m 05ch,2325,Scotland Sectional Appendix March 2026.pdf,670,2026-04-28T02:43:18.607574
17990,Edinburgh SC,EF,,TCB,Cathcart,AC,ECM8,SC147,17m 60ch,1420,23m 77ch,1917,Scotland Sectional Appendix March 2026.pdf,671,2026-04-28T02:43:18.684357
17991,Edinburgh SC (EF),EA,,TCB,Cathcart,AC,ECM8,SC147,13m 18ch,1058,13m 32ch,1072,Scotland Sectional Appendix March 2026.pdf,672,2026-04-28T02:43:18.747648
17992,Edinburgh SC,EA,,TCB,Cathcart,AC,ECM8,SC147,9m 40ch,760,11m 52ch,932,Scotland Sectional Appendix March 2026.pdf,673,2026-04-28T02:43:18.828148
17993,Edinburgh SC,EM,,TCB,Cathcart,AC,ECM8,SC147,5m 13ch,413,7m 54ch,614,Scotland Sectional Appendix March 2026.pdf,674,2026-04-28T02:43:18.896274
17994,Edinburgh SC,EP,,TCB,Cathcart,AC,ECM8,SC147,3m 67ch,307,3m 67ch,307,Scotland Sectional Appendix March 2026.pdf,675,2026-04-28T02:43:18.968917
17995,Edinburgh SC,EP,,TCB,Cathcart,AC,ECM8,SC147,2m 16ch,176,2m 16ch,176,Scotland Sectional Appendix March 2026.pdf,676,2026-04-28T02:43:19.035218
17996,Edinburgh SC,E,,TCB,Cathcart,AC,ECM8,SC147,0m 29ch,29,0m 61ch,61,Scotland Sectional Appendix March 2026.pdf,677,2026-04-28T02:43:19.102520
17997,Edinburgh SC,E,,TCB,Cathcart,AC,ECM9,SC147,0m 00ch,0,0m 21ch,21,Scotland Sectional Appendix March 2026.pdf,678,2026-04-28T02:43:19.187550
17998,Edinburgh SC,E,,TCB,Cathcart,AC,EGM3,SC147,,,,,Scotland Sectional Appendix March 2026.pdf,679,2026-04-28T02:43:19.261774
17999,Edinburgh SC,EH,,TCB,Cathcart,AC,EGM2,,1m 19ch,99,45m 72ch,3672,Scotland Sectional Appendix March 2026.pdf,680,2026-04-28T02:43:19.346997
18000,Edinburgh SC,EH,,TCB,Cathcart,AC,EGM2,SC147,45m 35ch,3635,45m 62ch,3662,Scotland Sectional Appendix March 2026.pdf,681,2026-04-28T02:43:19.417798
18001,Edinburgh SC,EH,,TCB,Cathcart,AC,EGM1,SC147,44m 73ch,3593,45m 05ch,3605,Scotland Sectional Appendix March 2026.pdf,682,2026-04-28T02:43:19.495924
18002,Edinburgh SC,EP,,TCB,Cathcart,AC,LHS1,SC151,0m 00ch,0,2m 20ch,180,Scotland Sectional Appendix March 2026.pdf,684,2026-04-28T02:43:19.633131
18003,Edinburgh SC,EM,,TCB,Cathcart,AC,MHL3,SC155,0m 17ch,17,6m 11ch,491,Scotland Sectional Appendix March 2026.pdf,686,2026-04-28T02:43:19.786137
18004,Edinburgh SC,EM,,TCB,Cathcart,AC,MHL4,SC161,0m 08ch,8,0m 16ch,16,Scotland Sectional Appendix March 2026.pdf,689,2026-04-28T02:43:19.999418
18005,Edinburgh SC,EM,,TCB,Cathcart,AC,NDE1,SC161,4m 46ch,366,5m 52ch,452,Scotland Sectional Appendix March 2026.pdf,690,2026-04-28T02:43:20.078593
18006,Edinburgh SC,EP,,TCB,Cathcart,AC,SUB2,SC163,3m 30ch,270,6m 69ch,549,Scotland Sectional Appendix March 2026.pdf,691,2026-04-28T02:43:20.152447
18007,Edinburgh SC,EMB,,TCB,,,SBO,SC164,29m 71ch,2391,35m 34ch,2834,Scotland Sectional Appendix March 2026.pdf,692,2026-04-28T02:43:20.215950
18008,Edinburgh SC,EMB,,TCB,,,SBO,SC164,25m 75ch,2075,26m 45ch,2125,Scotland Sectional Appendix March 2026.pdf,693,2026-04-28T02:43:20.282227
18009,Edinburgh SC,EMB,,TCB,,,SBO,SC164,12m 28ch,988,16m 13ch,1293,Scotland Sectional Appendix March 2026.pdf,694,2026-04-28T02:43:20.345922
18010,Edinburgh SC,EMB,,TCB,,,SBO,SC164,5m 64ch,464,11m 77ch,957,Scotland Sectional Appendix March 2026.pdf,695,2026-04-28T02:43:20.413832
18011,Edinburgh SC,EMB,,TCB,,,NNS,SC164,4m 63ch,383,5m 02ch,402,Scotland Sectional Appendix March 2026.pdf,696,2026-04-28T02:43:20.479326
18012,Edinburgh (EM) (EP) &,ES,,TCB,,,SUB2,SC165,1m 17ch,97,7m 08ch,568,Scotland Sectional Appendix March 2026.pdf,698,2026-04-28T02:43:20.554353
18013,Edinburgh SC,E,,TCB,Cathcart,AC,ECN1,SC171,0m 00ch,0,0m 21ch,21,Scotland Sectional Appendix March 2026.pdf,736,2026-04-28T02:43:22.603556
18014,Edinburgh SC,E,,TCB,Cathcart,AC,EGM3,SC171,0m 16ch,16,0m 16ch,16,Scotland Sectional Appendix March 2026.pdf,737,2026-04-28T02:43:22.678906
18015,Edinburgh SC,EH,,TCB,Cathcart,AC,EGM2,SC171,0m 47ch,47,45m 72ch,3672,Scotland Sectional Appendix March 2026.pdf,738,2026-04-28T02:43:22.711609
18016,Edinburgh SC,EH,,TCB,Cathcart,AC,EGM2,SC171,45m 35ch,3635,45m 62ch,3662,Scotland Sectional Appendix March 2026.pdf,739,2026-04-28T02:43:22.784892
18017,Edinburgh SC,EH,,TCB,Cathcart,AC,EGM1,SC171,44m 73ch,3593,45m 05ch,3605,Scotland Sectional Appendix March 2026.pdf,740,2026-04-28T02:43:22.857664
18018,Cupar SB,CP,,,,,ECN2,SC171,44m 50ch,3570,49m 37ch,3957,Scotland Sectional Appendix March 2026.pdf,758,2026-04-28T02:43:23.848766
18019,Cupar SB,CP,,,,,ECN2,SC171,50m 68ch,4068,51m 01ch,4081,Scotland Sectional Appendix March 2026.pdf,759,2026-04-28T02:43:23.923428
18020,Leuchars SB,LE,,,,,ECN2,SC171,54m 00ch,4320,57m 60ch,4620,Scotland Sectional Appendix March 2026.pdf,760,2026-04-28T02:43:23.994562
18021,Edinburgh SC,EB,,TCB,,,CDC1,SC181,0m 03ch,3,0m 40ch,40,Scotland Sectional Appendix March 2026.pdf,776,2026-04-28T02:43:24.891950
18022,Stirling Middle,SM,,AB,Cathcart,AC,SM,SC183,118m 08ch,9448,118m 38ch,9478,Scotland Sectional Appendix March 2026.pdf,778,2026-04-28T02:43:25.022972
18023,Stirling Middle SB,SM,,TCB,Cat h ca rt,AC,SM,SC183,1m 05ch,85,4m 59ch,379,Scotland Sectional Appendix March 2026.pdf,779,2026-04-28T02:43:25.094507
18024,Stirling Middle SB,SM,SAK Panel,TCB,Cathcart,AC,KNE1,SC183,0m 00ch,0,6m 77ch,557,Scotland Sectional Appendix March 2026.pdf,780,2026-04-28T02:43:25.165488
18025,Longannet SB,LG,,,,,KNE1,SC183,5m 50ch,450,9m 60ch,780,Scotland Sectional Appendix March 2026.pdf,781,2026-04-28T02:43:25.237190
18026,Carnoustie SB,CA,,,,,ECN3,SC191,2m 56ch,216,5m 00ch,400,Scotland Sectional Appendix March 2026.pdf,816,2026-04-28T02:43:26.675962
18027,Carnoustie SB,CA,,,,,ECN3,SC191,5m 72ch,472,9m 70ch,790,Scotland Sectional Appendix March 2026.pdf,817,2026-04-28T02:43:26.739698
18028,Carnoustie SB,CA,,,,,ECN3,SC191,10m 29ch,829,11m 35ch,915,Scotland Sectional Appendix March 2026.pdf,818,2026-04-28T02:43:26.804893
18029,Carnoustie SB,CA,,,,,ECN3,SC191,11m 76ch,956,14m 54ch,1174,Scotland Sectional Appendix March 2026.pdf,819,2026-04-28T02:43:26.874730
18030,Carnoustie SB,CA,,,,,ECN3,SC191,16m 45ch,1325,16m 60ch,1340,Scotland Sectional Appendix March 2026.pdf,820,2026-04-28T02:43:26.946909
18031,Arbroath SB,AH,,,,,ECN4,SC191,17m 55ch,1415,23m 10ch,1850,Scotland Sectional Appendix March 2026.pdf,821,2026-04-28T02:43:27.013206
18032,lnverkeilor SB,IK,,,,,ECN4,SC191,28m 55ch,2295,28m 55ch,2295,Scotland Sectional Appendix March 2026.pdf,822,2026-04-28T02:43:27.076999
18033,Montrose North SB,MN,,,,,ECN4,SC191,30m 26ch,2426,30m 68ch,2468,Scotland Sectional Appendix March 2026.pdf,823,2026-04-28T02:43:27.136780
18034,IAB Montrose North SB,MN,,,,,ECNS,SC191,203m 11ch,16251,205m 15ch,16415,Scotland Sectional Appendix March 2026.pdf,824,2026-04-28T02:43:27.202776
18035,Craigo SB,CO,,,,,ECN5,SC191,209m 65ch,16785,216m 31ch,17311,Scotland Sectional Appendix March 2026.pdf,825,2026-04-28T02:43:27.276154
18036,Laurencekirk SB,LK,,,,,ECN5,SC191,219m 39ch,17559,219m 39ch,17559,Scotland Sectional Appendix March 2026.pdf,826,2026-04-28T02:43:27.343366
18037,IAB Carmont SB,CM,,,,,ECN5,SC191,224m 74ch,17994,224m 75ch,17995,Scotland Sectional Appendix March 2026.pdf,827,2026-04-28T02:43:27.411783
18038,Stonehaven SB,SV,,,,,ECN5,SC191,230m 67ch,18467,232m 70ch,18630,Scotland Sectional Appendix March 2026.pdf,828,2026-04-28T02:43:27.483350
18039,Aberdeen SB,A,,,,,ECN5,SC191,,,,,Scotland Sectional Appendix March 2026.pdf,829,2026-04-28T02:43:27.546031
18040,Aberdeen SB,A,,,,,ECN5,SC191,239m 55ch,19175,239m 55ch,19175,Scotland Sectional Appendix March 2026.pdf,830,2026-04-28T02:43:27.611196
18041,Aberdeen SB,A,,,,,ECN5,SC191,0m 00ch,0,241m 06ch,19286,Scotland Sectional Appendix March 2026.pdf,831,2026-04-28T02:43:27.699095
18042,Perth SB,P,,,,,HGL,SC193,150m 61ch,12061,151m 05ch,12085,Scotland Sectional Appendix March 2026.pdf,849,2026-04-28T02:43:28.010611
18043,Perth SB,P,,,,,HGL1,SC193,151m 25ch,12105,151m 25ch,12105,Scotland Sectional Appendix March 2026.pdf,850,2026-04-28T02:43:28.081712
18044,Perth SB,P,,,,,HGL1,SC193,,,,,Scotland Sectional Appendix March 2026.pdf,851,2026-04-28T02:43:28.147675
18045,Perth SB,P,,,,,HGL2,SC193,7m 07ch,567,7m 07ch,567,Scotland Sectional Appendix March 2026.pdf,852,2026-04-28T02:43:28.170024
18046,Stanley Jn SB,"SJ, SJP",,,,,HGL2,SC193,8m 32ch,672,13m 13ch,1053,Scotland Sectional Appendix March 2026.pdf,853,2026-04-28T02:43:28.235555
18047,Stanley Jn SB,"SJ, SJP",,,,,HGL2,SC193,15m 25ch,1225,16m 55ch,1335,Scotland Sectional Appendix March 2026.pdf,854,2026-04-28T02:43:28.302203
18048,Dunkeld SB,DK,,,,,HGL2,SC193,18m 36ch,1476,28m 01ch,2241,Scotland Sectional Appendix March 2026.pdf,855,2026-04-28T02:43:28.383589
18049,Dunkeld SB,DK,Pitlochry Workstation,,,,HGL2,SC193,28m 27ch,2267,32m 15ch,2575,Scotland Sectional Appendix March 2026.pdf,856,2026-04-28T02:43:28.460283
18050,(Up Line) Blair Atholl SB,BA,Pitlochry Workstation,AB,,,HGL2,SC193,32m 41ch,2601,35m 09ch,2809,Scotland Sectional Appendix March 2026.pdf,857,2026-04-28T02:43:28.537830
18051,(Down Line),BA,,TCB,,,HGL2,SC193,41m 25ch,3305,44m 76ch,3596,Scotland Sectional Appendix March 2026.pdf,858,2026-04-28T02:43:28.603586
18052,(Down Line),BA,,TCB,,,HGL2,SC193,49m 03ch,3923,54m 65ch,4385,Scotland Sectional Appendix March 2026.pdf,859,2026-04-28T02:43:28.672978
18053,Blair Atholl SB,BA,,,,,HGL2,SC193,58m 29ch,4669,58m 53ch,4693,Scotland Sectional Appendix March 2026.pdf,860,2026-04-28T02:43:28.742693
18054,Dalwhinnie SB,DW,,,,,HGL2,SC193,60m 41ch,4841,69m 74ch,5594,Scotland Sectional Appendix March 2026.pdf,861,2026-04-28T02:43:28.807053
18055,= Entering over and leaving,OW,,TCB,,,HGL2,SC193,70m 32ch,5632,74m 77ch,5997,Scotland Sectional Appendix March 2026.pdf,862,2026-04-28T02:43:28.876689
18056,Inverness SC (HK) &,HA,Highland Workstation,TCB,,,HGL2,SC193,77m 23ch,6183,82m 31ch,6591,Scotland Sectional Appendix March 2026.pdf,863,2026-04-28T02:43:28.942053
18057,Inverness SC,HA,Highland Workstation,TCB,,,HGL2,SC193,83m 31ch,6671,83m 51ch,6691,Scotland Sectional Appendix March 2026.pdf,864,2026-04-28T02:43:29.017682
18058,Inverness SC,HC,Highland Workstation,TCB,,,HGL2,SC193,89m 65ch,7185,90m 15ch,7215,Scotland Sectional Appendix March 2026.pdf,865,2026-04-28T02:43:29.089281
18059,Inverness SC (HS and HT),,Highland Workstation,TCB,,,HGL2,SC193,95m 13ch,7613,99m 11ch,7931,Scotland Sectional Appendix March 2026.pdf,866,2026-04-28T02:43:29.159095
18060,Inverness SC,I,Highland Workstation,TCB,,,HGL2,SC193,102m 70ch,8230,103m 23ch,8263,Scotland Sectional Appendix March 2026.pdf,867,2026-04-28T02:43:29.224095
18061,Inverness SC,I,Inverness Workstation,TCB,,,HGL2,SC193,,,,,Scotland Sectional Appendix March 2026.pdf,868,2026-04-28T02:43:29.244081
18062,Inverness SC,I,Inverness Workstation,TCB,,,HGL2,SC193,116m 44ch,9324,116m 44ch,9324,Scotland Sectional Appendix March 2026.pdf,869,2026-04-28T02:43:29.304231
18063,Inverness SC,I,Inverness Workstation,TCB,,,HGL2,SC193,143m 09ch,11449,143m 09ch,11449,Scotland Sectional Appendix March 2026.pdf,870,2026-04-28T02:43:29.361360
18064,Inverness SC,I,Inverness Workstation,TCB,,,HGL2,SC193,143m 39ch,11479,143m 39ch,11479,Scotland Sectional Appendix March 2026.pdf,871,2026-04-28T02:43:29.429457
18065,Inverness SC,I,Inverness Workstation,TCB,,,WCK,SC193,117m 56ch,9416,118m 03ch,9443,Scotland Sectional Appendix March 2026.pdf,872,2026-04-28T02:43:29.501248
18066,Thames Valley Signalling Centre,SN,,TCB,Didcot,AC,MLN1,GW103,0m 05ch,5,0m 46ch,46,Western & Wales Sectional Appendix March 2026.pdf,209,2026-04-28T02:43:49.762443
18067,Thames Valley Signalling Centre,SN,,TCB,Didcot,AC,MLN1,GW103,0m 61ch,61,1m 11ch,91,Western & Wales Sectional Appendix March 2026.pdf,210,2026-04-28T02:43:49.894074
18068,Thames Valley Signalling Centre,SN,,TCB,Didcot,AC,MLN1,GW103,1m 22ch,102,1m 33ch,113,Western & Wales Sectional Appendix March 2026.pdf,211,2026-04-28T02:43:50.005885
18069,Thames Valley Signalling Centre,SN,,TCB,Didcot,AC,MLN1,GW103,1m 43ch,123,1m 43ch,123,Western & Wales Sectional Appendix March 2026.pdf,212,2026-04-28T02:43:50.087537
18070,Thames Valley Signalling Centre,SN,,TCB,Didcot,AC,MLN1,GW103,2m 40ch,200,2m 60ch,220,Western & Wales Sectional Appendix March 2026.pdf,214,2026-04-28T02:43:50.269425
18071,Thames Valley Signalling Centre,SN,,TCB,Didcot,AC,MLN1,GW103,3m 53ch,293,3m 53ch,293,Western & Wales Sectional Appendix March 2026.pdf,215,2026-04-28T02:43:50.338611
18072,Thames Valley Signalling Centre,SN,,TCB,Didcot,AC,MLN1,GW103,0m 29ch,29,4m 07ch,327,Western & Wales Sectional Appendix March 2026.pdf,216,2026-04-28T02:43:50.447669
18073,Thames Valley Signalling Centre,SN,,TCB,Didcot,AC,MLN1,GW103,4m 21ch,341,5m 00ch,400,Western & Wales Sectional Appendix March 2026.pdf,217,2026-04-28T02:43:50.544627
18074,Level 2 Overlay AC: Didcot,SN,,ERTMS,,,MLN1,GW103,5m 44ch,444,5m 56ch,456,Western & Wales Sectional Appendix March 2026.pdf,218,2026-04-28T02:43:50.628168
18075,Thames Valley Signalling Centre,,,TCB,,,MLN1,GW103,6m 46ch,526,6m 54ch,534,Western & Wales Sectional Appendix March 2026.pdf,219,2026-04-28T02:43:50.707727
18076,Level 2 Overlay AC:Didcot,SN,,ERTMS,,,MLN1,GW103,7m 19ch,579,8m 00ch,640,Western & Wales Sectional Appendix March 2026.pdf,220,2026-04-28T02:43:50.798859
18077,Level 2 Overlay AC: Didcot,SN,,ERTMS,,,MLN1,GW103,,,,,Western & Wales Sectional Appendix March 2026.pdf,221,2026-04-28T02:43:50.879408
18078,Level 2 Overlay AC: Didcot,,,ERTMS,,,MLN1,GW103,8m 50ch,690,9m 06ch,726,Western & Wales Sectional Appendix March 2026.pdf,222,2026-04-28T02:43:50.981289
18079,Thames Valley Signalling Centre,,,TCB,,,MLN1,GW103,9m 70ch,790,9m 70ch,790,Western & Wales Sectional Appendix March 2026.pdf,223,2026-04-28T02:43:51.053992
18080,Level 2 Overlay AC: Didcot,SN,,ERTMS,,,MLN1,GW103,10m 30ch,830,10m 30ch,830,Western & Wales Sectional Appendix March 2026.pdf,224,2026-04-28T02:43:51.131628
18081,Thames Valley Signalling Centre,SN,,TCB,,,MLN1,GW103,10m 45ch,845,10m 71ch,871,Western & Wales Sectional Appendix March 2026.pdf,225,2026-04-28T02:43:51.218896
18082,Level 2 Overlay AC: Didcot,,,ERTMS,,,MLN1,GW103,11m 06ch,886,11m 15ch,895,Western & Wales Sectional Appendix March 2026.pdf,226,2026-04-28T02:43:51.306086
18083,Transitions,SN,,ERTMS,,,MLN1,GW103,11m 52ch,932,12m 13ch,973,Western & Wales Sectional Appendix March 2026.pdf,227,2026-04-28T02:43:51.392874
18084,Thames Valley Signalling Centre,SN,,TCB,Didcot,AC,MLN1,GW103,12m 33ch,993,13m 63ch,1103,Western & Wales Sectional Appendix March 2026.pdf,228,2026-04-28T02:43:51.483685
18085,Thames Valley Signalling Centre,T,,TCB,Didcot,AC,MLN1,GW103,14m 60ch,1180,15m 76ch,1276,Western & Wales Sectional Appendix March 2026.pdf,229,2026-04-28T02:43:51.568956
18086,Thames Valley Signalling Centre\,T,,TCB,Didcot,AC,MLN1,GW103,16m 18ch,1298,17m 20ch,1380,Western & Wales Sectional Appendix March 2026.pdf,230,2026-04-28T02:43:51.645239
18087,Thames Valley Signalling Centre,T,,TCB,Didcot,AC,MLN1,GW103,18m 20ch,1460,18m 36ch,1476,Western & Wales Sectional Appendix March 2026.pdf,231,2026-04-28T02:43:51.730808
18088,Thames Valley Signalling Centre,T,,TCB,Didcot,AC,MLN1,GW103,19m 10ch,1530,20m 77ch,1677,Western & Wales Sectional Appendix March 2026.pdf,232,2026-04-28T02:43:51.804254
18089,Thames Valley Signalling Centre,T,,TCB,Didcot,AC,MLN1,GW103,22m 39ch,1799,24m 19ch,1939,Western & Wales Sectional Appendix March 2026.pdf,233,2026-04-28T02:43:51.899942
